Date,Home Team,Road Team,City,State,League,Sport
08/04/23,St. Louis Cardinals,Colorado Rockies,St. Louis,Missouri,MLB,Baseball
08/04/23,Texas Rangers,Miami Marlins,Arlington,Texas,MLB,Baseball
08/05/23,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
08/05/23,Baltimore Orioles,New York Mets,Baltimore,Maryland,MLB,Baseball
08/05/23,Boston Red Sox,Toronto Blue Jays,Boston,Massachusetts,MLB,Baseball
08/05/23,Chicago Cubs,Atlanta Braves,Chicago,Illinois,MLB,Baseball
08/05/23,Cincinnati Reds,Washington Nationals,Cincinnati,Ohio,MLB,Baseball
08/05/23,Cleveland Guardians,Chicago White Sox,Cleveland,Ohio,MLB,Baseball
08/05/23,Detroit Tigers,Tampa Bay Rays,Detroit,Michigan,MLB,Baseball
08/05/23,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
08/05/23,Minnesota Twins,Arizona Diamondbacks,Minneapolis,Minnesota,MLB,Baseball
08/05/23,New York Yankees,Houston Astros,New York,New York,MLB,Baseball
08/05/23,Oakland Athletics,San Francisco Giants,Oakland,California,MLB,Baseball
08/05/23,Philadelphia Phillies,Kansas City Royals,Philadelphia,Pennsylvania,MLB,Baseball
08/05/23,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
08/05/23,St. Louis Cardinals,Colorado Rockies,St. Louis,Missouri,MLB,Baseball
08/05/23,Texas Rangers,Miami Marlins,Arlington,Texas,MLB,Baseball
08/06/23,Cleveland Guardians,Chicago White Sox,Cleveland,Ohio,MLB,Baseball
08/06/23,Baltimore Orioles,New York Mets,Baltimore,Maryland,MLB,Baseball
08/06/23,Boston Red Sox,Toronto Blue Jays,Boston,Massachusetts,MLB,Baseball
08/06/23,New York Yankees,Houston Astros,New York,New York,MLB,Baseball
08/06/23,Philadelphia Phillies,Kansas City Royals,Philadelphia,Pennsylvania,MLB,Baseball
08/06/23,Cincinnati Reds,Washington Nationals,Cincinnati,Ohio,MLB,Baseball
08/06/23,Detroit Tigers,Tampa Bay Rays,Detroit,Michigan,MLB,Baseball
08/06/23,Milwaukee Brewers,Pittsburgh Pirates,Milwaukee,Wisconsin,MLB,Baseball
08/06/23,Minnesota Twins,Arizona Diamondbacks,Minneapolis,Minnesota,MLB,Baseball
08/06/23,St. Louis Cardinals,Colorado Rockies,St. Louis,Missouri,MLB,Baseball
08/06/23,Chicago Cubs,Atlanta Braves,Chicago,Illinois,MLB,Baseball
08/06/23,Texas Rangers,Miami Marlins,Arlington,Texas,MLB,Baseball
08/06/23,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
08/06/23,Oakland Athletics,San Francisco Giants,Oakland,California,MLB,Baseball
08/06/23,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
08/07/23,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
08/07/23,Cincinnati Reds,Miami Marlins,Cincinnati,Ohio,MLB,Baseball
08/07/23,Detroit Tigers,Minnesota Twins,Detroit,Michigan,MLB,Baseball
08/07/23,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
08/07/23,Pittsburgh Pirates,Atlanta Braves,Pittsburgh,Pennsylvania,MLB,Baseball
08/07/23,Boston Red Sox,Kansas City Royals,Boston,Massachusetts,MLB,Baseball
08/07/23,Cleveland Guardians,Toronto Blue Jays,Cleveland,Ohio,MLB,Baseball
08/07/23,New York Mets,Chicago Cubs,New York,New York,MLB,Baseball
08/07/23,Chicago White Sox,New York Yankees,Chicago,Illinois,MLB,Baseball
08/07/23,Milwaukee Brewers,Colorado Rockies,Milwaukee,Wisconsin,MLB,Baseball
08/07/23,Los Angeles Angels,San Francisco Giants,Los Angeles,California,MLB,Baseball
08/07/23,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
08/08/23,Cincinnati Reds,Miami Marlins,Cincinnati,Ohio,MLB,Baseball
08/08/23,Detroit Tigers,Minnesota Twins,Detroit,Michigan,MLB,Baseball
08/08/23,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
08/08/23,Tampa Bay Rays,St. Louis Cardinals,Tampa,Florida,MLB,Baseball
08/08/23,Baltimore Orioles,Houston Astros,Baltimore,Maryland,MLB,Baseball
08/08/23,Pittsburgh Pirates,Atlanta Braves,Pittsburgh,Pennsylvania,MLB,Baseball
08/08/23,Boston Red Sox,Kansas City Royals,Boston,Massachusetts,MLB,Baseball
08/08/23,Cleveland Guardians,Toronto Blue Jays,Cleveland,Ohio,MLB,Baseball
08/08/23,New York Mets,Chicago Cubs,New York,New York,MLB,Baseball
08/08/23,Chicago White Sox,New York Yankees,Chicago,Illinois,MLB,Baseball
08/08/23,Milwaukee Brewers,Colorado Rockies,Milwaukee,Wisconsin,MLB,Baseball
08/08/23,Los Angeles Angels,San Francisco Giants,Los Angeles,California,MLB,Baseball
08/08/23,Arizona Diamondbacks,Los Angeles Dodgers,Phoenix,Arizona,MLB,Baseball
08/08/23,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
08/08/23,Seattle Mariners,San Diego Padres,Seattle,Washington,MLB,Baseball
08/09/23,Cincinnati Reds,Miami Marlins,Cincinnati,Ohio,MLB,Baseball
08/09/23,Milwaukee Brewers,Colorado Rockies,Milwaukee,Wisconsin,MLB,Baseball
08/09/23,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
08/09/23,Detroit Tigers,Minnesota Twins,Detroit,Michigan,MLB,Baseball
08/09/23,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
08/09/23,Tampa Bay Rays,St. Louis Cardinals,Tampa,Florida,MLB,Baseball
08/09/23,Baltimore Orioles,Houston Astros,Baltimore,Maryland,MLB,Baseball
08/09/23,Pittsburgh Pirates,Atlanta Braves,Pittsburgh,Pennsylvania,MLB,Baseball
08/09/23,Boston Red Sox,Kansas City Royals,Boston,Massachusetts,MLB,Baseball
08/09/23,Cleveland Guardians,Toronto Blue Jays,Cleveland,Ohio,MLB,Baseball
08/09/23,New York Mets,Chicago Cubs,New York,New York,MLB,Baseball
08/09/23,Chicago White Sox,New York Yankees,Chicago,Illinois,MLB,Baseball
08/09/23,Los Angeles Angels,San Francisco Giants,Los Angeles,California,MLB,Baseball
08/09/23,Arizona Diamondbacks,Los Angeles Dodgers,Phoenix,Arizona,MLB,Baseball
08/09/23,Seattle Mariners,San Diego Padres,Seattle,Washington,MLB,Baseball
08/10/23,Baltimore Orioles,Houston Astros,Baltimore,Maryland,MLB,Baseball
08/10/23,Pittsburgh Pirates,Atlanta Braves,Pittsburgh,Pennsylvania,MLB,Baseball
08/10/23,Cleveland Guardians,Toronto Blue Jays,Cleveland,Ohio,MLB,Baseball
08/10/23,Detroit Tigers,Minnesota Twins,Detroit,Michigan,MLB,Baseball
08/10/23,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
08/10/23,Tampa Bay Rays,St. Louis Cardinals,Tampa,Florida,MLB,Baseball
08/10/23,Boston Red Sox,Kansas City Royals,Boston,Massachusetts,MLB,Baseball
08/10/23,Los Angeles Dodgers,Colorado Rockies,Los Angeles,California,MLB,Baseball
08/11/23,Miami Marlins,New York Yankees,Miami,Florida,MLB,Baseball
08/11/23,Tampa Bay Rays,Cleveland Guardians,Tampa,Florida,MLB,Baseball
08/11/23,Philadelphia Phillies,Minnesota Twins,Philadelphia,Pennsylvania,MLB,Baseball
08/11/23,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
08/11/23,Washington Nationals,Oakland Athletics,Washington D.C.,Washington D.C.,MLB,Baseball
08/11/23,Toronto Blue Jays,Chicago Cubs,Toronto,Ontario,MLB,Baseball
08/11/23,Boston Red Sox,Detroit Tigers,Boston,Massachusetts,MLB,Baseball
08/11/23,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
08/11/23,Chicago White Sox,Milwaukee Brewers,Chicago,Illinois,MLB,Baseball
08/11/23,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
08/11/23,Kansas City Royals,St. Louis Cardinals,Kansas City,Missouri,MLB,Baseball
08/11/23,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
08/11/23,Los Angeles Dodgers,Colorado Rockies,Los Angeles,California,MLB,Baseball
08/11/23,Seattle Mariners,Baltimore Orioles,Seattle,Washington,MLB,Baseball
08/11/23,San Francisco Giants,Texas Rangers,San Francisco,California,MLB,Baseball
08/12/23,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
08/12/23,Toronto Blue Jays,Chicago Cubs,Toronto,Ontario,MLB,Baseball
08/12/23,Boston Red Sox,Detroit Tigers,Boston,Massachusetts,MLB,Baseball
08/12/23,Miami Marlins,New York Yankees,Miami,Florida,MLB,Baseball
08/12/23,Tampa Bay Rays,Cleveland Guardians,Tampa,Florida,MLB,Baseball
08/12/23,Philadelphia Phillies,Minnesota Twins,Philadelphia,Pennsylvania,MLB,Baseball
08/12/23,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
08/12/23,Washington Nationals,Oakland Athletics,Washington D.C.,Washington D.C.,MLB,Baseball
08/12/23,Kansas City Royals,St. Louis Cardinals,Kansas City,Missouri,MLB,Baseball
08/12/23,Chicago White Sox,Milwaukee Brewers,Chicago,Illinois,MLB,Baseball
08/12/23,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
08/12/23,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
08/12/23,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
08/12/23,San Francisco Giants,Texas Rangers,San Francisco,California,MLB,Baseball
08/12/23,Los Angeles Dodgers,Colorado Rockies,Los Angeles,California,MLB,Baseball
08/12/23,Seattle Mariners,Baltimore Orioles,Seattle,Washington,MLB,Baseball
08/13/23,Boston Red Sox,Detroit Tigers,Boston,Massachusetts,MLB,Baseball
08/13/23,Philadelphia Phillies,Minnesota Twins,Philadelphia,Pennsylvania,MLB,Baseball
08/13/23,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
08/13/23,Washington Nationals,Oakland Athletics,Washington D.C.,Washington D.C.,MLB,Baseball
08/13/23,Toronto Blue Jays,Chicago Cubs,Toronto,Ontario,MLB,Baseball
08/13/23,Miami Marlins,New York Yankees,Miami,Florida,MLB,Baseball
08/13/23,Tampa Bay Rays,Cleveland Guardians,Tampa,Florida,MLB,Baseball
08/13/23,Chicago White Sox,Milwaukee Brewers,Chicago,Illinois,MLB,Baseball
08/13/23,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
08/13/23,San Francisco Giants,Texas Rangers,San Francisco,California,MLB,Baseball
08/13/23,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
08/13/23,Los Angeles Dodgers,Colorado Rockies,Los Angeles,California,MLB,Baseball
08/13/23,Seattle Mariners,Baltimore Orioles,Seattle,Washington,MLB,Baseball
08/13/23,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
08/14/23,Miami Marlins,Houston Astros,Miami,Florida,MLB,Baseball
08/14/23,New York Mets,Pittsburgh Pirates,New York,New York,MLB,Baseball
08/14/23,Atlanta Braves,New York Yankees,Atlanta,Georgia,MLB,Baseball
08/14/23,St. Louis Cardinals,Oakland Athletics,St. Louis,Missouri,MLB,Baseball
08/14/23,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
08/14/23,Kansas City Royals,Seattle Mariners,Kansas City,Missouri,MLB,Baseball
08/14/23,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
08/14/23,San Diego Padres,Baltimore Orioles,San Diego,California,MLB,Baseball
08/14/23,San Francisco Giants,Tampa Bay Rays,San Francisco,California,MLB,Baseball
08/15/23,Cincinnati Reds,Cleveland Guardians,Cincinnati,Ohio,MLB,Baseball
08/15/23,Miami Marlins,Houston Astros,Miami,Florida,MLB,Baseball
08/15/23,Washington Nationals,Boston Red Sox,Washington D.C.,Washington D.C.,MLB,Baseball
08/15/23,Toronto Blue Jays,Philadelphia Phillies,Toronto,Ontario,MLB,Baseball
08/15/23,New York Mets,Pittsburgh Pirates,New York,New York,MLB,Baseball
08/15/23,Atlanta Braves,New York Yankees,Atlanta,Georgia,MLB,Baseball
08/15/23,Minnesota Twins,Detroit Tigers,Minneapolis,Minnesota,MLB,Baseball
08/15/23,St. Louis Cardinals,Oakland Athletics,St. Louis,Missouri,MLB,Baseball
08/15/23,Chicago Cubs,Chicago White Sox,Chicago,Illinois,MLB,Baseball
08/15/23,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
08/15/23,Kansas City Royals,Seattle Mariners,Kansas City,Missouri,MLB,Baseball
08/15/23,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
08/15/23,San Diego Padres,Baltimore Orioles,San Diego,California,MLB,Baseball
08/15/23,San Francisco Giants,Tampa Bay Rays,San Francisco,California,MLB,Baseball
08/15/23,Los Angeles Dodgers,Milwaukee Brewers,Los Angeles,California,MLB,Baseball
08/16/23,Minnesota Twins,Detroit Tigers,Minneapolis,Minnesota,MLB,Baseball
08/16/23,New York Mets,Pittsburgh Pirates,New York,New York,MLB,Baseball
08/16/23,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
08/16/23,San Francisco Giants,Tampa Bay Rays,San Francisco,California,MLB,Baseball
08/16/23,Cincinnati Reds,Cleveland Guardians,Cincinnati,Ohio,MLB,Baseball
08/16/23,Miami Marlins,Houston Astros,Miami,Florida,MLB,Baseball
08/16/23,St. Louis Cardinals,Oakland Athletics,St. Louis,Missouri,MLB,Baseball
08/16/23,Washington Nationals,Boston Red Sox,Washington D.C.,Washington D.C.,MLB,Baseball
08/16/23,Toronto Blue Jays,Philadelphia Phillies,Toronto,Ontario,MLB,Baseball
08/16/23,Atlanta Braves,New York Yankees,Atlanta,Georgia,MLB,Baseball
08/16/23,Chicago Cubs,Chicago White Sox,Chicago,Illinois,MLB,Baseball
08/16/23,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
08/16/23,Kansas City Royals,Seattle Mariners,Kansas City,Missouri,MLB,Baseball
08/16/23,San Diego Padres,Baltimore Orioles,San Diego,California,MLB,Baseball
08/16/23,Los Angeles Dodgers,Milwaukee Brewers,Los Angeles,California,MLB,Baseball
08/17/23,Kansas City Royals,Seattle Mariners,Kansas City,Missouri,MLB,Baseball
08/17/23,Washington Nationals,Boston Red Sox,Washington D.C.,Washington D.C.,MLB,Baseball
08/17/23,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
08/17/23,St. Louis Cardinals,New York Mets,St. Louis,Missouri,MLB,Baseball
08/17/23,San Diego Padres,Arizona Diamondbacks,San Diego,California,MLB,Baseball
08/17/23,Los Angeles Dodgers,Milwaukee Brewers,Los Angeles,California,MLB,Baseball
08/18/23,Chicago Cubs,Kansas City Royals,Chicago,Illinois,MLB,Baseball
08/18/23,Cincinnati Reds,Toronto Blue Jays,Cincinnati,Ohio,MLB,Baseball
08/18/23,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
08/18/23,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
08/18/23,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
08/18/23,Atlanta Braves,San Francisco Giants,Atlanta,Georgia,MLB,Baseball
08/18/23,Texas Rangers,Milwaukee Brewers,Arlington,Texas,MLB,Baseball
08/18/23,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
08/18/23,Minnesota Twins,Pittsburgh Pirates,Minneapolis,Minnesota,MLB,Baseball
08/18/23,St. Louis Cardinals,New York Mets,St. Louis,Missouri,MLB,Baseball
08/18/23,Colorado Rockies,Chicago White Sox,Denver,Colorado,MLB,Baseball
08/18/23,Los Angeles Angels,Tampa Bay Rays,Los Angeles,California,MLB,Baseball
08/18/23,Oakland Athletics,Baltimore Orioles,Oakland,California,MLB,Baseball
08/18/23,San Diego Padres,Arizona Diamondbacks,San Diego,California,MLB,Baseball
08/18/23,Los Angeles Dodgers,Miami Marlins,Los Angeles,California,MLB,Baseball
08/19/23,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
08/19/23,Chicago Cubs,Kansas City Royals,Chicago,Illinois,MLB,Baseball
08/19/23,Texas Rangers,Milwaukee Brewers,Arlington,Texas,MLB,Baseball
08/19/23,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
08/19/23,Cincinnati Reds,Toronto Blue Jays,Cincinnati,Ohio,MLB,Baseball
08/19/23,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
08/19/23,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
08/19/23,Minnesota Twins,Pittsburgh Pirates,Minneapolis,Minnesota,MLB,Baseball
08/19/23,St. Louis Cardinals,New York Mets,St. Louis,Missouri,MLB,Baseball
08/19/23,Atlanta Braves,San Francisco Giants,Atlanta,Georgia,MLB,Baseball
08/19/23,Colorado Rockies,Chicago White Sox,Denver,Colorado,MLB,Baseball
08/19/23,San Diego Padres,Arizona Diamondbacks,San Diego,California,MLB,Baseball
08/19/23,Los Angeles Angels,Tampa Bay Rays,Los Angeles,California,MLB,Baseball
08/19/23,Oakland Athletics,Baltimore Orioles,Oakland,California,MLB,Baseball
08/19/23,Los Angeles Dodgers,Miami Marlins,Los Angeles,California,MLB,Baseball
08/20/23,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
08/20/23,Atlanta Braves,San Francisco Giants,Atlanta,Georgia,MLB,Baseball
08/20/23,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
08/20/23,Cincinnati Reds,Toronto Blue Jays,Cincinnati,Ohio,MLB,Baseball
08/20/23,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
08/20/23,Minnesota Twins,Pittsburgh Pirates,Minneapolis,Minnesota,MLB,Baseball
08/20/23,St. Louis Cardinals,New York Mets,St. Louis,Missouri,MLB,Baseball
08/20/23,Chicago Cubs,Kansas City Royals,Chicago,Illinois,MLB,Baseball
08/20/23,Texas Rangers,Milwaukee Brewers,Arlington,Texas,MLB,Baseball
08/20/23,Colorado Rockies,Chicago White Sox,Denver,Colorado,MLB,Baseball
08/20/23,Los Angeles Angels,Tampa Bay Rays,Los Angeles,California,MLB,Baseball
08/20/23,Oakland Athletics,Baltimore Orioles,Oakland,California,MLB,Baseball
08/20/23,Los Angeles Dodgers,Miami Marlins,Los Angeles,California,MLB,Baseball
08/20/23,San Diego Padres,Arizona Diamondbacks,San Diego,California,MLB,Baseball
08/20/23,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
08/21/23,Detroit Tigers,Chicago Cubs,Detroit,Michigan,MLB,Baseball
08/21/23,Philadelphia Phillies,San Francisco Giants,Philadelphia,Pennsylvania,MLB,Baseball
08/21/23,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
08/21/23,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
08/21/23,Chicago White Sox,Seattle Mariners,Chicago,Illinois,MLB,Baseball
08/21/23,Houston Astros,Boston Red Sox,Houston,Texas,MLB,Baseball
08/21/23,Los Angeles Angels,Cincinnati Reds,Los Angeles,California,MLB,Baseball
08/21/23,Arizona Diamondbacks,Texas Rangers,Phoenix,Arizona,MLB,Baseball
08/21/23,Oakland Athletics,Kansas City Royals,Oakland,California,MLB,Baseball
08/21/23,San Diego Padres,Miami Marlins,San Diego,California,MLB,Baseball
08/22/23,Detroit Tigers,Chicago Cubs,Detroit,Michigan,MLB,Baseball
08/22/23,Philadelphia Phillies,San Francisco Giants,Philadelphia,Pennsylvania,MLB,Baseball
08/22/23,Tampa Bay Rays,Colorado Rockies,Tampa,Florida,MLB,Baseball
08/22/23,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
08/22/23,New York Yankees,Washington Nationals,New York,New York,MLB,Baseball
08/22/23,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
08/22/23,Cleveland Guardians,Los Angeles Dodgers,Cleveland,Ohio,MLB,Baseball
08/22/23,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
08/22/23,Chicago White Sox,Seattle Mariners,Chicago,Illinois,MLB,Baseball
08/22/23,Houston Astros,Boston Red Sox,Houston,Texas,MLB,Baseball
08/22/23,Milwaukee Brewers,Minnesota Twins,Milwaukee,Wisconsin,MLB,Baseball
08/22/23,Los Angeles Angels,Cincinnati Reds,Los Angeles,California,MLB,Baseball
08/22/23,Arizona Diamondbacks,Texas Rangers,Phoenix,Arizona,MLB,Baseball
08/22/23,Oakland Athletics,Kansas City Royals,Oakland,California,MLB,Baseball
08/22/23,San Diego Padres,Miami Marlins,San Diego,California,MLB,Baseball
08/23/23,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
08/23/23,Detroit Tigers,Chicago Cubs,Detroit,Michigan,MLB,Baseball
08/23/23,Chicago White Sox,Seattle Mariners,Chicago,Illinois,MLB,Baseball
08/23/23,Milwaukee Brewers,Minnesota Twins,Milwaukee,Wisconsin,MLB,Baseball
08/23/23,Oakland Athletics,Kansas City Royals,Oakland,California,MLB,Baseball
08/23/23,Philadelphia Phillies,San Francisco Giants,Philadelphia,Pennsylvania,MLB,Baseball
08/23/23,Los Angeles Angels,Cincinnati Reds,Los Angeles,California,MLB,Baseball
08/23/23,San Diego Padres,Miami Marlins,San Diego,California,MLB,Baseball
08/23/23,Tampa Bay Rays,Colorado Rockies,Tampa,Florida,MLB,Baseball
08/23/23,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
08/23/23,New York Yankees,Washington Nationals,New York,New York,MLB,Baseball
08/23/23,Cleveland Guardians,Los Angeles Dodgers,Cleveland,Ohio,MLB,Baseball
08/23/23,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
08/23/23,Houston Astros,Boston Red Sox,Houston,Texas,MLB,Baseball
08/24/23,New York Yankees,Washington Nationals,New York,New York,MLB,Baseball
08/24/23,Cleveland Guardians,Los Angeles Dodgers,Cleveland,Ohio,MLB,Baseball
08/24/23,Tampa Bay Rays,Colorado Rockies,Tampa,Florida,MLB,Baseball
08/24/23,Houston Astros,Boston Red Sox,Houston,Texas,MLB,Baseball
08/24/23,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
08/24/23,Pittsburgh Pirates,Chicago Cubs,Pittsburgh,Pennsylvania,MLB,Baseball
08/24/23,Minnesota Twins,Texas Rangers,Minneapolis,Minnesota,MLB,Baseball
08/24/23,Chicago White Sox,Oakland Athletics,Chicago,Illinois,MLB,Baseball
08/24/23,Arizona Diamondbacks,Cincinnati Reds,Phoenix,Arizona,MLB,Baseball
08/25/23,Detroit Tigers,Houston Astros,Detroit,Michigan,MLB,Baseball
08/25/23,Miami Marlins,Washington Nationals,Miami,Florida,MLB,Baseball
08/25/23,Tampa Bay Rays,New York Yankees,Tampa,Florida,MLB,Baseball
