Date,Home Team,Road Team,City,State,League,Sport
09/06/23,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
09/06/23,New York Yankees,Detroit Tigers,New York,New York,MLB,Baseball
09/06/23,Washington Nationals,New York Mets,Washington D.C.,Washington D.C.,MLB,Baseball
09/06/23,Atlanta Braves,St. Louis Cardinals,Atlanta,Georgia,MLB,Baseball
09/06/23,Kansas City Royals,Chicago White Sox,Kansas City,Missouri,MLB,Baseball
09/06/23,Texas Rangers,Houston Astros,Arlington,Texas,MLB,Baseball
09/06/23,Los Angeles Angels,Baltimore Orioles,Los Angeles,California,MLB,Baseball
09/07/23,Miami Marlins,Los Angeles Dodgers,Miami,Florida,MLB,Baseball
09/07/23,Tampa Bay Rays,Seattle Mariners,Tampa,Florida,MLB,Baseball
09/07/23,New York Yankees,Detroit Tigers,New York,New York,MLB,Baseball
09/07/23,Atlanta Braves,St. Louis Cardinals,Atlanta,Georgia,MLB,Baseball
09/07/23,Chicago Cubs,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
09/07/23,Los Angeles Angels,Cleveland Guardians,Los Angeles,California,MLB,Baseball
09/08/23,Chicago Cubs,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
09/08/23,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
09/08/23,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
09/08/23,Tampa Bay Rays,Seattle Mariners,Tampa,Florida,MLB,Baseball
09/08/23,New York Yankees,Milwaukee Brewers,New York,New York,MLB,Baseball
09/08/23,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
09/08/23,Washington Nationals,Los Angeles Dodgers,Washington D.C.,Washington D.C.,MLB,Baseball
09/08/23,Toronto Blue Jays,Kansas City Royals,Toronto,Ontario,MLB,Baseball
09/08/23,Boston Red Sox,Baltimore Orioles,Boston,Massachusetts,MLB,Baseball
09/08/23,Atlanta Braves,Pittsburgh Pirates,Atlanta,Georgia,MLB,Baseball
09/08/23,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
09/08/23,Houston Astros,San Diego Padres,Houston,Texas,MLB,Baseball
09/08/23,Minnesota Twins,New York Mets,Minneapolis,Minnesota,MLB,Baseball
09/08/23,Los Angeles Angels,Cleveland Guardians,Los Angeles,California,MLB,Baseball
09/08/23,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
09/09/23,New York Yankees,Milwaukee Brewers,New York,New York,MLB,Baseball
09/09/23,Minnesota Twins,New York Mets,Minneapolis,Minnesota,MLB,Baseball
09/09/23,Chicago Cubs,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
09/09/23,Toronto Blue Jays,Kansas City Royals,Toronto,Ontario,MLB,Baseball
09/09/23,Tampa Bay Rays,Seattle Mariners,Tampa,Florida,MLB,Baseball
09/09/23,Washington Nationals,Los Angeles Dodgers,Washington D.C.,Washington D.C.,MLB,Baseball
09/09/23,Boston Red Sox,Baltimore Orioles,Boston,Massachusetts,MLB,Baseball
09/09/23,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
09/09/23,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
09/09/23,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
09/09/23,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
09/09/23,Houston Astros,San Diego Padres,Houston,Texas,MLB,Baseball
09/09/23,Atlanta Braves,Pittsburgh Pirates,Atlanta,Georgia,MLB,Baseball
09/09/23,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
09/09/23,Los Angeles Angels,Cleveland Guardians,Los Angeles,California,MLB,Baseball
09/10/23,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
09/10/23,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
09/10/23,Tampa Bay Rays,Seattle Mariners,Tampa,Florida,MLB,Baseball
09/10/23,Atlanta Braves,Pittsburgh Pirates,Atlanta,Georgia,MLB,Baseball
09/10/23,Boston Red Sox,Baltimore Orioles,Boston,Massachusetts,MLB,Baseball
09/10/23,New York Yankees,Milwaukee Brewers,New York,New York,MLB,Baseball
09/10/23,Washington Nationals,Los Angeles Dodgers,Washington D.C.,Washington D.C.,MLB,Baseball
09/10/23,Toronto Blue Jays,Kansas City Royals,Toronto,Ontario,MLB,Baseball
09/10/23,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
09/10/23,Houston Astros,San Diego Padres,Houston,Texas,MLB,Baseball
09/10/23,Minnesota Twins,New York Mets,Minneapolis,Minnesota,MLB,Baseball
09/10/23,Chicago Cubs,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
09/10/23,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
09/10/23,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
09/10/23,Los Angeles Angels,Cleveland Guardians,Los Angeles,California,MLB,Baseball
09/11/23,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
09/11/23,Baltimore Orioles,St. Louis Cardinals,Baltimore,Maryland,MLB,Baseball
09/11/23,Pittsburgh Pirates,Washington Nationals,Pittsburgh,Pennsylvania,MLB,Baseball
09/11/23,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
09/11/23,Toronto Blue Jays,Texas Rangers,Toronto,Ontario,MLB,Baseball
09/11/23,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
09/11/23,New York Mets,Arizona Diamondbacks,New York,New York,MLB,Baseball
09/11/23,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
09/11/23,Milwaukee Brewers,Miami Marlins,Milwaukee,Wisconsin,MLB,Baseball
09/11/23,Minnesota Twins,Tampa Bay Rays,Minneapolis,Minnesota,MLB,Baseball
09/11/23,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
09/11/23,Colorado Rockies,Chicago Cubs,Denver,Colorado,MLB,Baseball
09/11/23,Seattle Mariners,Los Angeles Angels,Seattle,Washington,MLB,Baseball
09/11/23,San Francisco Giants,Cleveland Guardians,San Francisco,California,MLB,Baseball
09/11/23,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
09/12/23,Baltimore Orioles,St. Louis Cardinals,Baltimore,Maryland,MLB,Baseball
09/12/23,Pittsburgh Pirates,Washington Nationals,Pittsburgh,Pennsylvania,MLB,Baseball
09/12/23,Detroit Tigers,Cincinnati Reds,Detroit,Michigan,MLB,Baseball
09/12/23,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
09/12/23,Toronto Blue Jays,Texas Rangers,Toronto,Ontario,MLB,Baseball
09/12/23,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
09/12/23,New York Mets,Arizona Diamondbacks,New York,New York,MLB,Baseball
09/12/23,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
09/12/23,Milwaukee Brewers,Miami Marlins,Milwaukee,Wisconsin,MLB,Baseball
09/12/23,Minnesota Twins,Tampa Bay Rays,Minneapolis,Minnesota,MLB,Baseball
09/12/23,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
09/12/23,Colorado Rockies,Chicago Cubs,Denver,Colorado,MLB,Baseball
09/12/23,Seattle Mariners,Los Angeles Angels,Seattle,Washington,MLB,Baseball
09/12/23,San Francisco Giants,Cleveland Guardians,San Francisco,California,MLB,Baseball
09/12/23,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
09/13/23,Minnesota Twins,Tampa Bay Rays,Minneapolis,Minnesota,MLB,Baseball
09/13/23,Colorado Rockies,Chicago Cubs,Denver,Colorado,MLB,Baseball
09/13/23,San Francisco Giants,Cleveland Guardians,San Francisco,California,MLB,Baseball
09/13/23,Seattle Mariners,Los Angeles Angels,Seattle,Washington,MLB,Baseball
09/13/23,Baltimore Orioles,St. Louis Cardinals,Baltimore,Maryland,MLB,Baseball
09/13/23,Pittsburgh Pirates,Washington Nationals,Pittsburgh,Pennsylvania,MLB,Baseball
09/13/23,Detroit Tigers,Cincinnati Reds,Detroit,Michigan,MLB,Baseball
09/13/23,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
09/13/23,Toronto Blue Jays,Texas Rangers,Toronto,Ontario,MLB,Baseball
09/13/23,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
09/13/23,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
09/13/23,New York Mets,Arizona Diamondbacks,New York,New York,MLB,Baseball
09/13/23,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
09/13/23,Milwaukee Brewers,Miami Marlins,Milwaukee,Wisconsin,MLB,Baseball
09/13/23,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
09/14/23,Pittsburgh Pirates,Washington Nationals,Pittsburgh,Pennsylvania,MLB,Baseball
09/14/23,Detroit Tigers,Cincinnati Reds,Detroit,Michigan,MLB,Baseball
09/14/23,Milwaukee Brewers,Miami Marlins,Milwaukee,Wisconsin,MLB,Baseball
09/14/23,New York Mets,Arizona Diamondbacks,New York,New York,MLB,Baseball
09/14/23,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
09/14/23,Toronto Blue Jays,Texas Rangers,Toronto,Ontario,MLB,Baseball
09/14/23,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
09/14/23,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
09/14/23,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
09/15/23,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
09/15/23,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
09/15/23,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
09/15/23,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
09/15/23,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
09/15/23,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
09/15/23,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
09/15/23,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
09/15/23,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
09/15/23,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
09/15/23,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
09/15/23,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
09/15/23,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
09/15/23,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
09/15/23,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
09/16/23,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
09/16/23,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
09/16/23,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
09/16/23,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
09/16/23,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
09/16/23,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
09/16/23,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
09/16/23,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
09/16/23,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
09/16/23,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
09/16/23,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
09/16/23,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
09/16/23,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
09/16/23,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
09/16/23,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
09/17/23,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
09/17/23,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
09/17/23,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
09/17/23,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
09/17/23,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
09/17/23,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
09/17/23,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
09/17/23,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
09/17/23,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
09/17/23,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
09/17/23,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
09/17/23,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
09/17/23,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
09/17/23,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
09/17/23,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
09/18/23,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
09/18/23,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
09/18/23,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
09/18/23,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
09/18/23,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
09/18/23,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
09/18/23,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
09/18/23,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
09/18/23,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
09/18/23,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
09/18/23,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
09/19/23,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
09/19/23,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
09/19/23,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
09/19/23,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
09/19/23,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
09/19/23,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
09/19/23,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
09/19/23,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
09/19/23,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
09/19/23,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
09/19/23,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
09/19/23,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
09/19/23,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
09/19/23,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
09/19/23,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
09/20/23,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
09/20/23,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
09/20/23,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
09/20/23,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
09/20/23,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
09/20/23,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
09/20/23,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
09/20/23,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
09/20/23,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
09/20/23,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
09/20/23,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
09/20/23,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
09/20/23,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
09/20/23,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
09/20/23,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
09/21/23,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
09/21/23,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
09/21/23,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
09/21/23,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
09/21/23,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
09/21/23,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
09/21/23,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
09/21/23,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
09/21/23,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
09/22/23,Chicago Cubs,Colorado Rockies,Chicago,Illinois,MLB,Baseball
09/22/23,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
09/22/23,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
09/22/23,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
09/22/23,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
09/22/23,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
09/22/23,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
09/22/23,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
09/22/23,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
09/22/23,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
09/22/23,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
09/22/23,Minnesota Twins,Los Angeles Angels,Minneapolis,Minnesota,MLB,Baseball
09/22/23,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
09/22/23,San Diego Padres,St. Louis Cardinals,San Diego,California,MLB,Baseball
09/22/23,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
09/23/23,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
09/23/23,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
09/23/23,Minnesota Twins,Los Angeles Angels,Minneapolis,Minnesota,MLB,Baseball
09/23/23,Chicago Cubs,Colorado Rockies,Chicago,Illinois,MLB,Baseball
09/23/23,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
09/23/23,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
09/23/23,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
09/23/23,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
09/23/23,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
09/23/23,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
09/23/23,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
09/23/23,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
09/23/23,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
09/23/23,San Diego Padres,St. Louis Cardinals,San Diego,California,MLB,Baseball
09/23/23,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
09/24/23,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
09/24/23,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
09/24/23,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
09/24/23,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
09/24/23,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
09/24/23,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
09/24/23,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
09/24/23,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
09/24/23,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
09/24/23,Minnesota Twins,Los Angeles Angels,Minneapolis,Minnesota,MLB,Baseball
09/24/23,Chicago Cubs,Colorado Rockies,Chicago,Illinois,MLB,Baseball
09/24/23,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
09/24/23,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
09/24/23,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
09/24/23,San Diego Padres,St. Louis Cardinals,San Diego,California,MLB,Baseball
09/25/23,Chicago White Sox,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
09/25/23,Los Angeles Angels,Texas Rangers,Los Angeles,California,MLB,Baseball
09/25/23,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
09/25/23,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
09/26/23,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
09/26/23,Cleveland Guardians,Cincinnati Reds,Cleveland,Ohio,MLB,Baseball
09/26/23,Baltimore Orioles,Washington Nationals,Baltimore,Maryland,MLB,Baseball
09/26/23,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
09/26/23,Philadelphia Phillies,Pittsburgh Pirates,Philadelphia,Pennsylvania,MLB,Baseball
09/26/23,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
09/26/23,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
09/26/23,New York Mets,Miami Marlins,New York,New York,MLB,Baseball
09/26/23,Atlanta Braves,Chicago Cubs,Atlanta,Georgia,MLB,Baseball
09/26/23,Chicago White Sox,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
09/26/23,Milwaukee Brewers,St. Louis Cardinals,Milwaukee,Wisconsin,MLB,Baseball
09/26/23,Minnesota Twins,Oakland Athletics,Minneapolis,Minnesota,MLB,Baseball
09/26/23,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
09/26/23,Los Angeles Angels,Texas Rangers,Los Angeles,California,MLB,Baseball
09/26/23,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
09/26/23,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
09/27/23,Chicago White Sox,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
09/27/23,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
09/27/23,Cleveland Guardians,Cincinnati Reds,Cleveland,Ohio,MLB,Baseball
09/27/23,Baltimore Orioles,Washington Nationals,Baltimore,Maryland,MLB,Baseball
09/27/23,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
09/27/23,Philadelphia Phillies,Pittsburgh Pirates,Philadelphia,Pennsylvania,MLB,Baseball
09/27/23,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
09/27/23,New York Mets,Miami Marlins,New York,New York,MLB,Baseball
09/27/23,Atlanta Braves,Chicago Cubs,Atlanta,Georgia,MLB,Baseball
09/27/23,Milwaukee Brewers,St. Louis Cardinals,Milwaukee,Wisconsin,MLB,Baseball
09/27/23,Minnesota Twins,Oakland Athletics,Minneapolis,Minnesota,MLB,Baseball
09/27/23,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
09/27/23,Los Angeles Angels,Texas Rangers,Los Angeles,California,MLB,Baseball
09/27/23,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
09/27/23,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
09/28/23,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
09/28/23,Minnesota Twins,Oakland Athletics,Minneapolis,Minnesota,MLB,Baseball
09/28/23,Philadelphia Phillies,Pittsburgh Pirates,Philadelphia,Pennsylvania,MLB,Baseball
09/28/23,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
09/28/23,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
09/28/23,New York Mets,Miami Marlins,New York,New York,MLB,Baseball
09/28/23,Atlanta Braves,Chicago Cubs,Atlanta,Georgia,MLB,Baseball
09/28/23,Milwaukee Brewers,St. Louis Cardinals,Milwaukee,Wisconsin,MLB,Baseball
09/28/23,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
09/28/23,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
09/29/23,Pittsburgh Pirates,Miami Marlins,Pittsburgh,Pennsylvania,MLB,Baseball
09/29/23,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
09/29/23,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
09/29/23,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
09/29/23,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
09/29/23,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
09/29/23,Chicago White Sox,San Diego Padres,Chicago,Illinois,MLB,Baseball
09/29/23,Colorado Rockies,Minnesota Twins,Denver,Colorado,MLB,Baseball
09/29/23,Kansas City Royals,New York Yankees,Kansas City,Missouri,MLB,Baseball
09/29/23,Milwaukee Brewers,Chicago Cubs,Milwaukee,Wisconsin,MLB,Baseball
09/29/23,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
09/29/23,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
09/29/23,Arizona Diamondbacks,Houston Astros,Phoenix,Arizona,MLB,Baseball
09/29/23,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
09/29/23,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
09/30/23,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
09/30/23,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
09/30/23,Pittsburgh Pirates,Miami Marlins,Pittsburgh,Pennsylvania,MLB,Baseball
09/30/23,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
09/30/23,Chicago White Sox,San Diego Padres,Chicago,Illinois,MLB,Baseball
