id,game_date,home_team,road_team,city,state,league,sport
2354,09/14/2023,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
2355,09/15/2023,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
2356,09/15/2023,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
2357,09/15/2023,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
2358,09/15/2023,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
2359,09/15/2023,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
2360,09/15/2023,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
2361,09/15/2023,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
2362,09/15/2023,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
2363,09/15/2023,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
2364,09/15/2023,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
2365,09/15/2023,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
2366,09/15/2023,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
2367,09/15/2023,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
2368,09/15/2023,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
2369,09/15/2023,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
2370,09/16/2023,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
2371,09/16/2023,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
2372,09/16/2023,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
2373,09/16/2023,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
2374,09/16/2023,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
2375,09/16/2023,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
2376,09/16/2023,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
2377,09/16/2023,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
2378,09/16/2023,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
2379,09/16/2023,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
2380,09/16/2023,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
2381,09/16/2023,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
2382,09/16/2023,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
2383,09/16/2023,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
2384,09/16/2023,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
2385,09/17/2023,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
2386,09/17/2023,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
2387,09/17/2023,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
2388,09/17/2023,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
2389,09/17/2023,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
2390,09/17/2023,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
2391,09/17/2023,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
2392,09/17/2023,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
2393,09/17/2023,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
2394,09/17/2023,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
2395,09/17/2023,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
2396,09/17/2023,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
2397,09/17/2023,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
2398,09/17/2023,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
2399,09/17/2023,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
2400,09/18/2023,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
2401,09/18/2023,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
2402,09/18/2023,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
2403,09/18/2023,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
2404,09/18/2023,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
2405,09/18/2023,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
2406,09/18/2023,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
2407,09/18/2023,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
2408,09/18/2023,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
2409,09/18/2023,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
2410,09/18/2023,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
2411,09/19/2023,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
2412,09/19/2023,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
2413,09/19/2023,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
2414,09/19/2023,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
2415,09/19/2023,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
2416,09/19/2023,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
2417,09/19/2023,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
2418,09/19/2023,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
2419,09/19/2023,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
2420,09/19/2023,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
2421,09/19/2023,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
2422,09/19/2023,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
2423,09/19/2023,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
2424,09/19/2023,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
2425,09/19/2023,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
2426,09/20/2023,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
2427,09/20/2023,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
2428,09/20/2023,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
2429,09/20/2023,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
2430,09/20/2023,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
2431,09/20/2023,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
2432,09/20/2023,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
2433,09/20/2023,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
2434,09/20/2023,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
2435,09/20/2023,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
2436,09/20/2023,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
2437,09/20/2023,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
2438,09/20/2023,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
2439,09/20/2023,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
2440,09/20/2023,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
2441,09/21/2023,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
2442,09/21/2023,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
2443,09/21/2023,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
2444,09/21/2023,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
2445,09/21/2023,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
2446,09/21/2023,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
2447,09/21/2023,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
2448,09/21/2023,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
2449,09/21/2023,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
2450,09/22/2023,Chicago Cubs,Colorado Rockies,Chicago,Illinois,MLB,Baseball
2451,09/22/2023,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
2452,09/22/2023,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
2453,09/22/2023,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
2454,09/22/2023,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
2455,09/22/2023,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
2456,09/22/2023,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
2457,09/22/2023,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
2458,09/22/2023,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
2459,09/22/2023,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
2460,09/22/2023,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
2461,09/22/2023,Minnesota Twins,Los Angeles Angels,Minneapolis,Minnesota,MLB,Baseball
2462,09/22/2023,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
2463,09/22/2023,San Diego Padres,St. Louis Cardinals,San Diego,California,MLB,Baseball
2464,09/22/2023,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
2465,09/23/2023,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
2466,09/23/2023,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
2467,09/23/2023,Minnesota Twins,Los Angeles Angels,Minneapolis,Minnesota,MLB,Baseball
2468,09/23/2023,Chicago Cubs,Colorado Rockies,Chicago,Illinois,MLB,Baseball
2469,09/23/2023,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
2470,09/23/2023,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
2471,09/23/2023,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
2472,09/23/2023,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
2473,09/23/2023,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
2474,09/23/2023,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
2475,09/23/2023,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
2476,09/23/2023,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
2477,09/23/2023,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
2478,09/23/2023,San Diego Padres,St. Louis Cardinals,San Diego,California,MLB,Baseball
2479,09/23/2023,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
2480,09/24/2023,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
2481,09/24/2023,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
2482,09/24/2023,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
2483,09/24/2023,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
2484,09/24/2023,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
2485,09/24/2023,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
2486,09/24/2023,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
2487,09/24/2023,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
2488,09/24/2023,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
2489,09/24/2023,Minnesota Twins,Los Angeles Angels,Minneapolis,Minnesota,MLB,Baseball
2490,09/24/2023,Chicago Cubs,Colorado Rockies,Chicago,Illinois,MLB,Baseball
2491,09/24/2023,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
2492,09/24/2023,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
2493,09/24/2023,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
2494,09/24/2023,San Diego Padres,St. Louis Cardinals,San Diego,California,MLB,Baseball
2495,09/25/2023,Chicago White Sox,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
2496,09/25/2023,Los Angeles Angels,Texas Rangers,Los Angeles,California,MLB,Baseball
2497,09/25/2023,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
2498,09/25/2023,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
2499,09/26/2023,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
2500,09/26/2023,Cleveland Guardians,Cincinnati Reds,Cleveland,Ohio,MLB,Baseball
2501,09/26/2023,Baltimore Orioles,Washington Nationals,Baltimore,Maryland,MLB,Baseball
2502,09/26/2023,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
2503,09/26/2023,Philadelphia Phillies,Pittsburgh Pirates,Philadelphia,Pennsylvania,MLB,Baseball
2504,09/26/2023,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
2505,09/26/2023,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
2506,09/26/2023,New York Mets,Miami Marlins,New York,New York,MLB,Baseball
2507,09/26/2023,Atlanta Braves,Chicago Cubs,Atlanta,Georgia,MLB,Baseball
2508,09/26/2023,Chicago White Sox,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
2509,09/26/2023,Milwaukee Brewers,St. Louis Cardinals,Milwaukee,Wisconsin,MLB,Baseball
2510,09/26/2023,Minnesota Twins,Oakland Athletics,Minneapolis,Minnesota,MLB,Baseball
2511,09/26/2023,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
2512,09/26/2023,Los Angeles Angels,Texas Rangers,Los Angeles,California,MLB,Baseball
2513,09/26/2023,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
2514,09/26/2023,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
2515,09/27/2023,Chicago White Sox,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
2516,09/27/2023,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
2517,09/27/2023,Cleveland Guardians,Cincinnati Reds,Cleveland,Ohio,MLB,Baseball
2518,09/27/2023,Baltimore Orioles,Washington Nationals,Baltimore,Maryland,MLB,Baseball
2519,09/27/2023,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
2520,09/27/2023,Philadelphia Phillies,Pittsburgh Pirates,Philadelphia,Pennsylvania,MLB,Baseball
2521,09/27/2023,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
2522,09/27/2023,New York Mets,Miami Marlins,New York,New York,MLB,Baseball
2523,09/27/2023,Atlanta Braves,Chicago Cubs,Atlanta,Georgia,MLB,Baseball
2524,09/27/2023,Milwaukee Brewers,St. Louis Cardinals,Milwaukee,Wisconsin,MLB,Baseball
2525,09/27/2023,Minnesota Twins,Oakland Athletics,Minneapolis,Minnesota,MLB,Baseball
2526,09/27/2023,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
2527,09/27/2023,Los Angeles Angels,Texas Rangers,Los Angeles,California,MLB,Baseball
2528,09/27/2023,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
2529,09/27/2023,San Francisco Giants,San Diego Padres,San Francisco,California,MLB,Baseball
2530,09/28/2023,Detroit Tigers,Kansas City Royals,Detroit,Michigan,MLB,Baseball
2531,09/28/2023,Minnesota Twins,Oakland Athletics,Minneapolis,Minnesota,MLB,Baseball
2532,09/28/2023,Philadelphia Phillies,Pittsburgh Pirates,Philadelphia,Pennsylvania,MLB,Baseball
2533,09/28/2023,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
2534,09/28/2023,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
2535,09/28/2023,New York Mets,Miami Marlins,New York,New York,MLB,Baseball
2536,09/28/2023,Atlanta Braves,Chicago Cubs,Atlanta,Georgia,MLB,Baseball
2537,09/28/2023,Milwaukee Brewers,St. Louis Cardinals,Milwaukee,Wisconsin,MLB,Baseball
2538,09/28/2023,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
2539,09/28/2023,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
2540,09/29/2023,Pittsburgh Pirates,Miami Marlins,Pittsburgh,Pennsylvania,MLB,Baseball
2541,09/29/2023,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
2542,09/29/2023,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
2543,09/29/2023,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
2544,09/29/2023,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
2545,09/29/2023,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
2546,09/29/2023,Chicago White Sox,San Diego Padres,Chicago,Illinois,MLB,Baseball
2547,09/29/2023,Colorado Rockies,Minnesota Twins,Denver,Colorado,MLB,Baseball
2548,09/29/2023,Kansas City Royals,New York Yankees,Kansas City,Missouri,MLB,Baseball
2549,09/29/2023,Milwaukee Brewers,Chicago Cubs,Milwaukee,Wisconsin,MLB,Baseball
2550,09/29/2023,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
2551,09/29/2023,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
2552,09/29/2023,Arizona Diamondbacks,Houston Astros,Phoenix,Arizona,MLB,Baseball
2553,09/29/2023,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
2554,09/29/2023,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
2555,09/30/2023,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
2556,09/30/2023,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
2557,09/30/2023,Pittsburgh Pirates,Miami Marlins,Pittsburgh,Pennsylvania,MLB,Baseball
2558,09/30/2023,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
2559,09/30/2023,Chicago White Sox,San Diego Padres,Chicago,Illinois,MLB,Baseball
2560,09/30/2023,Kansas City Royals,New York Yankees,Kansas City,Missouri,MLB,Baseball
2561,09/30/2023,Milwaukee Brewers,Chicago Cubs,Milwaukee,Wisconsin,MLB,Baseball
2562,09/30/2023,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
2563,09/30/2023,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
2564,09/30/2023,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
2565,09/30/2023,Arizona Diamondbacks,Houston Astros,Phoenix,Arizona,MLB,Baseball
2566,09/30/2023,Colorado Rockies,Minnesota Twins,Denver,Colorado,MLB,Baseball
2567,09/30/2023,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
2568,09/30/2023,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
2569,09/30/2023,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
2570,10/01/2023,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
2571,10/01/2023,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
2572,10/01/2023,Pittsburgh Pirates,Miami Marlins,Pittsburgh,Pennsylvania,MLB,Baseball
2573,10/01/2023,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
2574,10/01/2023,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
2575,10/01/2023,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
2576,10/01/2023,Arizona Diamondbacks,Houston Astros,Phoenix,Arizona,MLB,Baseball
2577,10/01/2023,Chicago White Sox,San Diego Padres,Chicago,Illinois,MLB,Baseball
2578,10/01/2023,Colorado Rockies,Minnesota Twins,Denver,Colorado,MLB,Baseball
2579,10/01/2023,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
2580,10/01/2023,Kansas City Royals,New York Yankees,Kansas City,Missouri,MLB,Baseball
2581,10/01/2023,Milwaukee Brewers,Chicago Cubs,Milwaukee,Wisconsin,MLB,Baseball
2582,10/01/2023,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
2583,10/01/2023,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
2584,10/01/2023,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
2585,08/03/2023,Cleveland Browns,New York Jets,Cleveland,Ohio,NFL,Football
2586,08/10/2023,New England Patriots,Houston Texans,Foxborough,Massachusetts,NFL,Football
2587,08/10/2023,Seattle Seahawks,Minnesota Vikings,Seattle,Washington,NFL,Football
2588,08/11/2023,Cincinnati Bengals,Green Bay Packers,Cincinnati,Ohio,NFL,Football
2589,08/11/2023,Detroit Lions,New York Giants,Detroit,Michigan,NFL,Football
2590,08/11/2023,Miami Dolphins,Atlanta Falcons,Miami Gardens,Florida,NFL,Football
2591,08/11/2023,Tampa Bay Buccaneers,Pittsburgh Steelers,Tampa,Florida,NFL,Football
2592,08/11/2023,Cleveland Browns,Washington Commanders,Cleveland,Ohio,NFL,Football
2593,08/11/2023,Arizona Cardinals,Denver Broncos,Glendale,Arizona,NFL,Football
2594,08/12/2023,Buffalo Bills,Indianapolis Colts,Buffalo,New York,NFL,Football
2595,08/12/2023,Chicago Bears,Tennessee Titans,Chicago,Illinois,NFL,Football
2596,08/12/2023,Carolina Panthers,New York Jets,Charlotte,North Carolina,NFL,Football
2597,08/12/2023,Dallas Cowboys,Jacksonville Jaguars,Arlington,Texas,NFL,Football
2598,08/12/2023,Baltimore Ravens,Philadelphia Eagles,Baltimore,Maryland,NFL,Football
2599,08/12/2023,Los Angeles Rams,Los Angeles Chargers,Inglewood,California,NFL,Football
2600,08/13/2023,New Orleans Saints,Kansas City Chiefs,New Orleans,Louisiana,NFL,Football
2601,08/13/2023,Las Vegas Raiders,San Francisco 49ers,Las Vegas,Nevada,NFL,Football
2602,08/17/2023,Philadelphia Eagles,Cleveland Browns,Philadelphia,Pennsylvania,NFL,Football
2603,08/18/2023,New York Giants,Carolina Panthers,East Rutherford,New Jersey,NFL,Football
2604,08/18/2023,Atlanta Falcons,Cincinnati Bengals,Atlanta,Georgia,NFL,Football
2605,08/19/2023,Detroit Lions,Jacksonville Jaguars,Detroit,Michigan,NFL,Football
2606,08/19/2023,Houston Texans,Miami Dolphins,Houston,Texas,NFL,Football
2607,08/19/2023,Pittsburgh Steelers,Buffalo Bills,Pittsburgh,Pennsylvania,NFL,Football
2608,08/19/2023,Indianapolis Colts,Chicago Bears,Indianapolis,Indiana,NFL,Football
2609,08/19/2023,New York Jets,Tampa Bay Buccaneers,East Rutherford,New Jersey,NFL,Football
2610,08/19/2023,Arizona Cardinals,Kansas City Chiefs,Glendale,Arizona,NFL,Football
2611,08/19/2023,Green Bay Packers,New England Patriots,Green Bay,Wisconsin,NFL,Football
2612,08/19/2023,Minnesota Vikings,Tennessee Titans,Minneapolis,Minnesota,NFL,Football
2613,08/19/2023,San Francisco 49ers,Denver Broncos,Santa Clara,California,NFL,Football
2614,08/19/2023,Los Angeles Rams,Las Vegas Raiders,Inglewood,California,NFL,Football
2615,08/19/2023,Seattle Seahawks,Dallas Cowboys,Seattle,Washington,NFL,Football
2616,08/20/2023,Los Angeles Chargers,New Orleans Saints,Inglewood,California,NFL,Football
2617,08/21/2023,Washington Commanders,Baltimore Ravens,Washington D.C.,Washington D.C.,NFL,Football
2618,08/24/2023,Atlanta Falcons,Pittsburgh Steelers,Atlanta,Georgia,NFL,Football
2619,08/24/2023,Philadelphia Eagles,Indianapolis Colts,Philadelphia,Pennsylvania,NFL,Football
2620,08/25/2023,Carolina Panthers,Detroit Lions,Charlotte,North Carolina,NFL,Football
2621,08/25/2023,Tennessee Titans,New England Patriots,Nashville,Tennessee,NFL,Football
2622,08/25/2023,San Francisco 49ers,Los Angeles Chargers,Santa Clara,California,NFL,Football
2623,08/26/2023,Chicago Bears,Buffalo Bills,Chicago,Illinois,NFL,Football
2624,08/26/2023,Green Bay Packers,Seattle Seahawks,Green Bay,Wisconsin,NFL,Football
2625,08/26/2023,Kansas City Chiefs,Cleveland Browns,Kansas City,Missouri,NFL,Football
2626,08/26/2023,Minnesota Vikings,Arizona Cardinals,Minneapolis,Minnesota,NFL,Football
2627,08/26/2023,Washington Commanders,Cincinnati Bengals,Washington D.C.,Washington D.C.,NFL,Football
2628,08/26/2023,New York Giants,New York Jets,East Rutherford,New Jersey,NFL,Football
2629,08/26/2023,Jacksonville Jaguars,Miami Dolphins,Jacksonville,Florida,NFL,Football
2630,08/26/2023,Tampa Bay Buccaneers,Baltimore Ravens,Tampa,Florida,NFL,Football
2631,08/26/2023,Dallas Cowboys,Las Vegas Raiders,Arlington,Texas,NFL,Football
2632,08/26/2023,Denver Broncos,Los Angeles Rams,Denver,Colorado,NFL,Football
2633,08/27/2023,New Orleans Saints,Houston Texans,New Orleans,Louisiana,NFL,Football
2634,09/07/2023,Kansas City Chiefs,Detroit Lions,Kansas City,Missouri,NFL,Football
2635,09/10/2023,Atlanta Falcons,Carolina Panthers,Atlanta,Georgia,NFL,Football
2636,09/10/2023,Cleveland Browns,Cincinnati Bengals,Cleveland,Ohio,NFL,Football
2637,09/10/2023,Indianapolis Colts,Jacksonville Jaguars,Indianapolis,Indiana,NFL,Football
2638,09/10/2023,Minnesota Vikings,Tampa Bay Buccaneers,Minneapolis,Minnesota,NFL,Football
2639,09/10/2023,New Orleans Saints,Tennessee Titans,New Orleans,Louisiana,NFL,Football
2640,09/10/2023,Pittsburgh Steelers,San Francisco 49ers,Pittsburgh,Pennsylvania,NFL,Football
2641,09/10/2023,Baltimore Ravens,Houston Texans,Baltimore,Maryland,NFL,Football
2642,09/10/2023,Washington Commanders,Arizona Cardinals,Washington D.C.,Washington D.C.,NFL,Football
2643,09/10/2023,Chicago Bears,Green Bay Packers,Chicago,Illinois,NFL,Football
2644,09/10/2023,Denver Broncos,Las Vegas Raiders,Denver,Colorado,NFL,Football
2645,09/10/2023,New England Patriots,Philadelphia Eagles,Foxborough,Massachusetts,NFL,Football
