id,game_date,home_team,road_team,city,state,league,sport
2646,09/10/2023,Los Angeles Chargers,Miami Dolphins,Inglewood,California,NFL,Football
2647,09/10/2023,Seattle Seahawks,Los Angeles Rams,Seattle,Washington,NFL,Football
2648,09/10/2023,New York Giants,Dallas Cowboys,East Rutherford,New Jersey,NFL,Football
2649,09/11/2023,New York Jets,Buffalo Bills,East Rutherford,New Jersey,NFL,Football
2650,09/14/2023,Philadelphia Eagles,Minnesota Vikings,Philadelphia,Pennsylvania,NFL,Football
2651,09/17/2023,Atlanta Falcons,Green Bay Packers,Atlanta,Georgia,NFL,Football
2652,09/17/2023,Buffalo Bills,Las Vegas Raiders,Buffalo,New York,NFL,Football
2653,09/17/2023,Cincinnati Bengals,Baltimore Ravens,Cincinnati,Ohio,NFL,Football
2654,09/17/2023,Detroit Lions,Seattle Seahawks,Detroit,Michigan,NFL,Football
2655,09/17/2023,Houston Texans,Indianapolis Colts,Houston,Texas,NFL,Football
2656,09/17/2023,Jacksonville Jaguars,Kansas City Chiefs,Jacksonville,Florida,NFL,Football
2657,09/17/2023,Tennessee Titans,Los Angeles Chargers,Nashville,Tennessee,NFL,Football
2658,09/17/2023,Tampa Bay Buccaneers,Chicago Bears,Tampa,Florida,NFL,Football
2659,09/17/2023,Arizona Cardinals,New York Giants,Glendale,Arizona,NFL,Football
2660,09/17/2023,Los Angeles Rams,San Francisco 49ers,Inglewood,California,NFL,Football
2661,09/17/2023,Dallas Cowboys,New York Jets,Arlington,Texas,NFL,Football
2662,09/17/2023,Denver Broncos,Washington Commanders,Denver,Colorado,NFL,Football
2663,09/17/2023,New England Patriots,Miami Dolphins,Foxborough,Massachusetts,NFL,Football
2664,09/18/2023,Carolina Panthers,New Orleans Saints,Charlotte,North Carolina,NFL,Football
2665,09/18/2023,Pittsburgh Steelers,Cleveland Browns,Pittsburgh,Pennsylvania,NFL,Football
2666,09/21/2023,San Francisco 49ers,New York Giants,Santa Clara,California,NFL,Football
2667,09/24/2023,Cleveland Browns,Tennessee Titans,Cleveland,Ohio,NFL,Football
2668,09/24/2023,Detroit Lions,Atlanta Falcons,Detroit,Michigan,NFL,Football
2669,09/24/2023,Green Bay Packers,New Orleans Saints,Green Bay,Wisconsin,NFL,Football
2670,09/24/2023,Jacksonville Jaguars,Houston Texans,Jacksonville,Florida,NFL,Football
2671,09/24/2023,Miami Dolphins,Denver Broncos,Miami Gardens,Florida,NFL,Football
2672,09/24/2023,Minnesota Vikings,Los Angeles Chargers,Minneapolis,Minnesota,NFL,Football
2673,09/24/2023,New York Jets,New England Patriots,East Rutherford,New Jersey,NFL,Football
2674,09/24/2023,Baltimore Ravens,Indianapolis Colts,Baltimore,Maryland,NFL,Football
2675,09/24/2023,Washington Commanders,Buffalo Bills,Washington D.C.,Washington D.C.,NFL,Football
2676,09/24/2023,Seattle Seahawks,Carolina Panthers,Seattle,Washington,NFL,Football
2677,09/24/2023,Arizona Cardinals,Dallas Cowboys,Glendale,Arizona,NFL,Football
2678,09/24/2023,Kansas City Chiefs,Chicago Bears,Kansas City,Missouri,NFL,Football
2679,09/24/2023,Las Vegas Raiders,Pittsburgh Steelers,Las Vegas,Nevada,NFL,Football
2680,09/25/2023,Tampa Bay Buccaneers,Philadelphia Eagles,Tampa,Florida,NFL,Football
2681,09/25/2023,Cincinnati Bengals,Los Angeles Rams,Cincinnati,Ohio,NFL,Football
2682,09/28/2023,Green Bay Packers,Detroit Lions,Green Bay,Wisconsin,NFL,Football
2683,10/01/2023,Jacksonville Jaguars,Atlanta Falcons,Jacksonville,Florida,NFL,Football
2684,10/01/2023,Buffalo Bills,Miami Dolphins,Buffalo,New York,NFL,Football
2685,10/01/2023,Carolina Panthers,Minnesota Vikings,Charlotte,North Carolina,NFL,Football
2686,10/01/2023,Chicago Bears,Denver Broncos,Chicago,Illinois,NFL,Football
2687,10/01/2023,Cleveland Browns,Baltimore Ravens,Cleveland,Ohio,NFL,Football
2688,10/01/2023,Indianapolis Colts,Los Angeles Rams,Indianapolis,Indiana,NFL,Football
2689,10/01/2023,Houston Texans,Pittsburgh Steelers,Houston,Texas,NFL,Football
2690,10/01/2023,New Orleans Saints,Tampa Bay Buccaneers,New Orleans,Louisiana,NFL,Football
2691,10/01/2023,Tennessee Titans,Cincinnati Bengals,Nashville,Tennessee,NFL,Football
2692,10/01/2023,Philadelphia Eagles,Washington Commanders,Philadelphia,Pennsylvania,NFL,Football
2693,10/01/2023,Los Angeles Chargers,Las Vegas Raiders,Inglewood,California,NFL,Football
2694,10/01/2023,Dallas Cowboys,New England Patriots,Arlington,Texas,NFL,Football
2695,10/01/2023,San Francisco 49ers,Arizona Cardinals,Santa Clara,California,NFL,Football
2696,10/01/2023,New York Jets,Kansas City Chiefs,East Rutherford,New Jersey,NFL,Football
2697,10/02/2023,New York Giants,Seattle Seahawks,East Rutherford,New Jersey,NFL,Football
2698,10/05/2023,Washington Commanders,Chicago Bears,Washington D.C.,Washington D.C.,NFL,Football
2699,10/08/2023,Buffalo Bills,Jacksonville Jaguars,Buffalo,New York,NFL,Football
2700,10/08/2023,Atlanta Falcons,Houston Texans,Atlanta,Georgia,NFL,Football
2701,10/08/2023,Indianapolis Colts,Tennessee Titans,Indianapolis,Indiana,NFL,Football
2702,10/08/2023,Detroit Lions,Carolina Panthers,Detroit,Michigan,NFL,Football
2703,10/08/2023,Miami Dolphins,New York Giants,Miami Gardens,Florida,NFL,Football
2704,10/08/2023,New England Patriots,New Orleans Saints,Foxborough,Massachusetts,NFL,Football
2705,10/08/2023,Pittsburgh Steelers,Baltimore Ravens,Pittsburgh,Pennsylvania,NFL,Football
2706,10/08/2023,Arizona Cardinals,Cincinnati Bengals,Glendale,Arizona,NFL,Football
2707,10/08/2023,Los Angeles Rams,Philadelphia Eagles,Inglewood,California,NFL,Football
2708,10/08/2023,Denver Broncos,New York Jets,Denver,Colorado,NFL,Football
2709,10/08/2023,Minnesota Vikings,Kansas City Chiefs,Minneapolis,Minnesota,NFL,Football
2710,10/08/2023,San Francisco 49ers,Dallas Cowboys,Santa Clara,California,NFL,Football
2711,10/09/2023,Las Vegas Raiders,Green Bay Packers,Las Vegas,Nevada,NFL,Football
2712,10/12/2023,Kansas City Chiefs,Denver Broncos,Kansas City,Missouri,NFL,Football
2713,10/15/2023,Tennessee Titans,Baltimore Ravens,Nashville,Tennessee,NFL,Football
2714,10/15/2023,Atlanta Falcons,Washington Commanders,Atlanta,Georgia,NFL,Football
2715,10/15/2023,Chicago Bears,Minnesota Vikings,Chicago,Illinois,NFL,Football
2716,10/15/2023,Cincinnati Bengals,Seattle Seahawks,Cincinnati,Ohio,NFL,Football
2717,10/15/2023,Cleveland Browns,San Francisco 49ers,Cleveland,Ohio,NFL,Football
2718,10/15/2023,Houston Texans,New Orleans Saints,Houston,Texas,NFL,Football
2719,10/15/2023,Jacksonville Jaguars,Indianapolis Colts,Jacksonville,Florida,NFL,Football
2720,10/15/2023,Miami Dolphins,Carolina Panthers,Miami Gardens,Florida,NFL,Football
2721,10/15/2023,Tampa Bay Buccaneers,Detroit Lions,Tampa,Florida,NFL,Football
2722,10/15/2023,Las Vegas Raiders,New England Patriots,Las Vegas,Nevada,NFL,Football
2723,10/15/2023,New York Jets,Philadelphia Eagles,East Rutherford,New Jersey,NFL,Football
2724,10/15/2023,Los Angeles Rams,Arizona Cardinals,Inglewood,California,NFL,Football
2725,10/15/2023,Buffalo Bills,New York Giants,Buffalo,New York,NFL,Football
2726,10/16/2023,Los Angeles Chargers,Dallas Cowboys,Inglewood,California,NFL,Football
2727,10/19/2023,New Orleans Saints,Jacksonville Jaguars,New Orleans,Louisiana,NFL,Football
2728,10/22/2023,Chicago Bears,Las Vegas Raiders,Chicago,Illinois,NFL,Football
2729,10/22/2023,Indianapolis Colts,Cleveland Browns,Indianapolis,Indiana,NFL,Football
2730,10/22/2023,New England Patriots,Buffalo Bills,Foxborough,Massachusetts,NFL,Football
2731,10/22/2023,New York Giants,Washington Commanders,East Rutherford,New Jersey,NFL,Football
2732,10/22/2023,Baltimore Ravens,Detroit Lions,Baltimore,Maryland,NFL,Football
2733,10/22/2023,Tampa Bay Buccaneers,Atlanta Falcons,Tampa,Florida,NFL,Football
2734,10/22/2023,Los Angeles Rams,Pittsburgh Steelers,Inglewood,California,NFL,Football
2735,10/22/2023,Seattle Seahawks,Arizona Cardinals,Seattle,Washington,NFL,Football
2736,10/22/2023,Denver Broncos,Green Bay Packers,Denver,Colorado,NFL,Football
2737,10/22/2023,Kansas City Chiefs,Los Angeles Chargers,Kansas City,Missouri,NFL,Football
2738,10/22/2023,Philadelphia Eagles,Miami Dolphins,Philadelphia,Pennsylvania,NFL,Football
2739,10/23/2023,Minnesota Vikings,San Francisco 49ers,Minneapolis,Minnesota,NFL,Football
2740,10/26/2023,Buffalo Bills,Tampa Bay Buccaneers,Buffalo,New York,NFL,Football
2741,10/29/2023,Carolina Panthers,Houston Texans,Charlotte,North Carolina,NFL,Football
2742,10/29/2023,Indianapolis Colts,New Orleans Saints,Indianapolis,Indiana,NFL,Football
2743,10/29/2023,Dallas Cowboys,Los Angeles Rams,Arlington,Texas,NFL,Football
2744,10/29/2023,Green Bay Packers,Minnesota Vikings,Green Bay,Wisconsin,NFL,Football
2745,10/29/2023,Miami Dolphins,New England Patriots,Miami Gardens,Florida,NFL,Football
2746,10/29/2023,New York Giants,New York Jets,East Rutherford,New Jersey,NFL,Football
2747,10/29/2023,Tennessee Titans,Atlanta Falcons,Nashville,Tennessee,NFL,Football
2748,10/29/2023,Pittsburgh Steelers,Jacksonville Jaguars,Pittsburgh,Pennsylvania,NFL,Football
2749,10/29/2023,Washington Commanders,Philadelphia Eagles,Washington D.C.,Washington D.C.,NFL,Football
2750,10/29/2023,Seattle Seahawks,Cleveland Browns,Seattle,Washington,NFL,Football
2751,10/29/2023,Arizona Cardinals,Baltimore Ravens,Glendale,Arizona,NFL,Football
2752,10/29/2023,Denver Broncos,Kansas City Chiefs,Denver,Colorado,NFL,Football
2753,10/29/2023,San Francisco 49ers,Cincinnati Bengals,Santa Clara,California,NFL,Football
2754,10/29/2023,Los Angeles Chargers,Chicago Bears,Inglewood,California,NFL,Football
2755,10/30/2023,Detroit Lions,Las Vegas Raiders,Detroit,Michigan,NFL,Football
2756,11/02/2023,Pittsburgh Steelers,Tennessee Titans,Pittsburgh,Pennsylvania,NFL,Football
2757,11/05/2023,Kansas City Chiefs,Miami Dolphins,Kansas City,Missouri,NFL,Football
2758,11/05/2023,Atlanta Falcons,Minnesota Vikings,Atlanta,Georgia,NFL,Football
2759,11/05/2023,Cleveland Browns,Arizona Cardinals,Cleveland,Ohio,NFL,Football
2760,11/05/2023,Green Bay Packers,Los Angeles Rams,Green Bay,Wisconsin,NFL,Football
2761,11/05/2023,Houston Texans,Tampa Bay Buccaneers,Houston,Texas,NFL,Football
2762,11/05/2023,New Orleans Saints,Chicago Bears,New Orleans,Louisiana,NFL,Football
2763,11/05/2023,New England Patriots,Washington Commanders,Foxborough,Massachusetts,NFL,Football
2764,11/05/2023,Baltimore Ravens,Seattle Seahawks,Baltimore,Maryland,NFL,Football
2765,11/05/2023,Carolina Panthers,Indianapolis Colts,Charlotte,North Carolina,NFL,Football
2766,11/05/2023,Philadelphia Eagles,Dallas Cowboys,Philadelphia,Pennsylvania,NFL,Football
2767,11/05/2023,Las Vegas Raiders,New York Giants,Las Vegas,Nevada,NFL,Football
2768,11/05/2023,Cincinnati Bengals,Buffalo Bills,Cincinnati,Ohio,NFL,Football
2769,11/06/2023,New York Jets,Los Angeles Chargers,East Rutherford,New Jersey,NFL,Football
2770,11/09/2023,Chicago Bears,Carolina Panthers,Chicago,Illinois,NFL,Football
2771,11/12/2023,New England Patriots,Indianapolis Colts,Foxborough,Massachusetts,NFL,Football
2772,11/12/2023,Cincinnati Bengals,Houston Texans,Cincinnati,Ohio,NFL,Football
2773,11/12/2023,Jacksonville Jaguars,San Francisco 49ers,Jacksonville,Florida,NFL,Football
2774,11/12/2023,Minnesota Vikings,New Orleans Saints,Minneapolis,Minnesota,NFL,Football
2775,11/12/2023,Pittsburgh Steelers,Green Bay Packers,Pittsburgh,Pennsylvania,NFL,Football
2776,11/12/2023,Baltimore Ravens,Cleveland Browns,Baltimore,Maryland,NFL,Football
2777,11/12/2023,Tampa Bay Buccaneers,Tennessee Titans,Tampa,Florida,NFL,Football
2778,11/12/2023,Arizona Cardinals,Atlanta Falcons,Glendale,Arizona,NFL,Football
2779,11/12/2023,Los Angeles Chargers,Detroit Lions,Inglewood,California,NFL,Football
2780,11/12/2023,Dallas Cowboys,New York Giants,Arlington,Texas,NFL,Football
2781,11/12/2023,Seattle Seahawks,Washington Commanders,Seattle,Washington,NFL,Football
2782,11/12/2023,Las Vegas Raiders,New York Jets,Las Vegas,Nevada,NFL,Football
2783,11/13/2023,Buffalo Bills,Denver Broncos,Buffalo,New York,NFL,Football
2784,11/16/2023,Baltimore Ravens,Cincinnati Bengals,Baltimore,Maryland,NFL,Football
2785,11/19/2023,Carolina Panthers,Dallas Cowboys,Charlotte,North Carolina,NFL,Football
2786,11/19/2023,Cleveland Browns,Pittsburgh Steelers,Cleveland,Ohio,NFL,Football
2787,11/19/2023,Detroit Lions,Chicago Bears,Detroit,Michigan,NFL,Football
2788,11/19/2023,Green Bay Packers,Los Angeles Chargers,Green Bay,Wisconsin,NFL,Football
2789,11/19/2023,Houston Texans,Arizona Cardinals,Houston,Texas,NFL,Football
2790,11/19/2023,Jacksonville Jaguars,Tennessee Titans,Jacksonville,Florida,NFL,Football
2791,11/19/2023,Miami Dolphins,Las Vegas Raiders,Miami Gardens,Florida,NFL,Football
2792,11/19/2023,Washington Commanders,New York Giants,Washington D.C.,Washington D.C.,NFL,Football
2793,11/19/2023,San Francisco 49ers,Tampa Bay Buccaneers,Santa Clara,California,NFL,Football
2794,11/19/2023,Buffalo Bills,New York Jets,Buffalo,New York,NFL,Football
2795,11/19/2023,Los Angeles Rams,Seattle Seahawks,Inglewood,California,NFL,Football
2796,11/19/2023,Denver Broncos,Minnesota Vikings,Denver,Colorado,NFL,Football
2797,11/20/2023,Kansas City Chiefs,Philadelphia Eagles,Kansas City,Missouri,NFL,Football
2798,11/23/2023,Detroit Lions,Green Bay Packers,Detroit,Michigan,NFL,Football
2799,11/23/2023,Dallas Cowboys,Washington Commanders,Arlington,Texas,NFL,Football
2800,11/23/2023,Seattle Seahawks,San Francisco 49ers,Seattle,Washington,NFL,Football
2801,11/24/2023,New York Jets,Miami Dolphins,East Rutherford,New Jersey,NFL,Football
2802,11/26/2023,Atlanta Falcons,New Orleans Saints,Atlanta,Georgia,NFL,Football
2803,11/26/2023,Cincinnati Bengals,Pittsburgh Steelers,Cincinnati,Ohio,NFL,Football
2804,11/26/2023,Indianapolis Colts,Tampa Bay Buccaneers,Indianapolis,Indiana,NFL,Football
2805,11/26/2023,Houston Texans,Jacksonville Jaguars,Houston,Texas,NFL,Football
2806,11/26/2023,New York Giants,New England Patriots,East Rutherford,New Jersey,NFL,Football
2807,11/26/2023,Tennessee Titans,Carolina Panthers,Nashville,Tennessee,NFL,Football
2808,11/26/2023,Arizona Cardinals,Los Angeles Rams,Glendale,Arizona,NFL,Football
2809,11/26/2023,Denver Broncos,Cleveland Browns,Denver,Colorado,NFL,Football
2810,11/26/2023,Philadelphia Eagles,Buffalo Bills,Philadelphia,Pennsylvania,NFL,Football
2811,11/26/2023,Las Vegas Raiders,Kansas City Chiefs,Las Vegas,Nevada,NFL,Football
2812,11/26/2023,Los Angeles Chargers,Baltimore Ravens,Inglewood,California,NFL,Football
2813,11/27/2023,Minnesota Vikings,Chicago Bears,Minneapolis,Minnesota,NFL,Football
2814,11/30/2023,Dallas Cowboys,Seattle Seahawks,Arlington,Texas,NFL,Football
2815,12/03/2023,New Orleans Saints,Detroit Lions,New Orleans,Louisiana,NFL,Football
2816,12/03/2023,New England Patriots,Los Angeles Chargers,Foxborough,Massachusetts,NFL,Football
2817,12/03/2023,New York Jets,Atlanta Falcons,East Rutherford,New Jersey,NFL,Football
2818,12/03/2023,Tennessee Titans,Indianapolis Colts,Nashville,Tennessee,NFL,Football
2819,12/03/2023,Pittsburgh Steelers,Arizona Cardinals,Pittsburgh,Pennsylvania,NFL,Football
2820,12/03/2023,Tampa Bay Buccaneers,Carolina Panthers,Tampa,Florida,NFL,Football
2821,12/03/2023,Washington Commanders,Miami Dolphins,Washington D.C.,Washington D.C.,NFL,Football
2822,12/03/2023,Houston Texans,Denver Broncos,Houston,Texas,NFL,Football
2823,12/03/2023,Philadelphia Eagles,San Francisco 49ers,Philadelphia,Pennsylvania,NFL,Football
2824,12/03/2023,Los Angeles Rams,Cleveland Browns,Inglewood,California,NFL,Football
2825,12/03/2023,Green Bay Packers,Kansas City Chiefs,Green Bay,Wisconsin,NFL,Football
2826,12/04/2023,Jacksonville Jaguars,Cincinnati Bengals,Jacksonville,Florida,NFL,Football
2827,12/07/2023,Pittsburgh Steelers,New England Patriots,Pittsburgh,Pennsylvania,NFL,Football
2828,12/10/2023,Atlanta Falcons,Tampa Bay Buccaneers,Atlanta,Georgia,NFL,Football
2829,12/10/2023,Chicago Bears,Detroit Lions,Chicago,Illinois,NFL,Football
2830,12/10/2023,Cincinnati Bengals,Indianapolis Colts,Cincinnati,Ohio,NFL,Football
2831,12/10/2023,Cleveland Browns,Jacksonville Jaguars,Cleveland,Ohio,NFL,Football
2832,12/10/2023,New Orleans Saints,Carolina Panthers,New Orleans,Louisiana,NFL,Football
2833,12/10/2023,New York Jets,Houston Texans,East Rutherford,New Jersey,NFL,Football
2834,12/10/2023,Baltimore Ravens,Los Angeles Rams,Baltimore,Maryland,NFL,Football
2835,12/10/2023,Las Vegas Raiders,Minnesota Vikings,Las Vegas,Nevada,NFL,Football
2836,12/10/2023,San Francisco 49ers,Seattle Seahawks,Santa Clara,California,NFL,Football
2837,12/10/2023,Kansas City Chiefs,Buffalo Bills,Kansas City,Missouri,NFL,Football
2838,12/10/2023,Los Angeles Chargers,Denver Broncos,Inglewood,California,NFL,Football
2839,12/10/2023,Dallas Cowboys,Philadelphia Eagles,Arlington,Texas,NFL,Football
2840,12/11/2023,Miami Dolphins,Tennessee Titans,Miami Gardens,Florida,NFL,Football
2841,12/11/2023,New York Giants,Green Bay Packers,East Rutherford,New Jersey,NFL,Football
2842,12/14/2023,Las Vegas Raiders,Los Angeles Chargers,Las Vegas,Nevada,NFL,Football
2843,12/17/2023,Carolina Panthers,Atlanta Falcons,Charlotte,North Carolina,NFL,Football
2844,12/17/2023,Cincinnati Bengals,Minnesota Vikings,Cincinnati,Ohio,NFL,Football
2845,12/17/2023,Cleveland Browns,Chicago Bears,Cleveland,Ohio,NFL,Football
2846,12/17/2023,Indianapolis Colts,Pittsburgh Steelers,Indianapolis,Indiana,NFL,Football
2847,12/17/2023,Detroit Lions,Denver Broncos,Detroit,Michigan,NFL,Football
2848,12/17/2023,Green Bay Packers,Tampa Bay Buccaneers,Green Bay,Wisconsin,NFL,Football
2849,12/17/2023,Miami Dolphins,New York Jets,Miami Gardens,Florida,NFL,Football
2850,12/17/2023,New Orleans Saints,New York Giants,New Orleans,Louisiana,NFL,Football
2851,12/17/2023,Tennessee Titans,Houston Texans,Nashville,Tennessee,NFL,Football
2852,12/17/2023,Arizona Cardinals,San Francisco 49ers,Glendale,Arizona,NFL,Football
2853,12/17/2023,Los Angeles Rams,Washington Commanders,Inglewood,California,NFL,Football
2854,12/17/2023,Buffalo Bills,Dallas Cowboys,Buffalo,New York,NFL,Football
2855,12/17/2023,Seattle Seahawks,Philadelphia Eagles,Seattle,Washington,NFL,Football
2856,12/17/2023,Jacksonville Jaguars,Baltimore Ravens,Jacksonville,Florida,NFL,Football
2857,12/18/2023,New England Patriots,Kansas City Chiefs,Foxborough,Massachusetts,NFL,Football
2858,12/21/2023,Los Angeles Rams,New Orleans Saints,Inglewood,California,NFL,Football
2859,12/23/2023,Pittsburgh Steelers,Cincinnati Bengals,Pittsburgh,Pennsylvania,NFL,Football
2860,12/23/2023,Los Angeles Chargers,Buffalo Bills,Inglewood,California,NFL,Football
2861,12/24/2023,Atlanta Falcons,Indianapolis Colts,Atlanta,Georgia,NFL,Football
2862,12/24/2023,Carolina Panthers,Green Bay Packers,Charlotte,North Carolina,NFL,Football
2863,12/24/2023,Houston Texans,Cleveland Browns,Houston,Texas,NFL,Football
2864,12/24/2023,Minnesota Vikings,Detroit Lions,Minneapolis,Minnesota,NFL,Football
2865,12/24/2023,New York Jets,Washington Commanders,East Rutherford,New Jersey,NFL,Football
2866,12/24/2023,Tennessee Titans,Seattle Seahawks,Nashville,Tennessee,NFL,Football
2867,12/24/2023,Tampa Bay Buccaneers,Jacksonville Jaguars,Tampa,Florida,NFL,Football
2868,12/24/2023,Chicago Bears,Arizona Cardinals,Chicago,Illinois,NFL,Football
2869,12/24/2023,Miami Dolphins,Dallas Cowboys,Miami Gardens,Florida,NFL,Football
2870,12/24/2023,Denver Broncos,New England Patriots,Denver,Colorado,NFL,Football
2871,12/25/2023,Kansas City Chiefs,Las Vegas Raiders,Kansas City,Missouri,NFL,Football
2872,12/25/2023,Philadelphia Eagles,New York Giants,Philadelphia,Pennsylvania,NFL,Football
2873,12/25/2023,San Francisco 49ers,Baltimore Ravens,Santa Clara,California,NFL,Football
2874,12/28/2023,Cleveland Browns,New York Jets,Cleveland,Ohio,NFL,Football
2875,12/30/2023,Dallas Cowboys,Detroit Lions,Arlington,Texas,NFL,Football
2876,12/31/2023,Buffalo Bills,New England Patriots,Buffalo,New York,NFL,Football
2877,12/31/2023,Chicago Bears,Atlanta Falcons,Chicago,Illinois,NFL,Football
2878,12/31/2023,Indianapolis Colts,Las Vegas Raiders,Indianapolis,Indiana,NFL,Football
2879,12/31/2023,Houston Texans,Tennessee Titans,Houston,Texas,NFL,Football
2880,12/31/2023,Jacksonville Jaguars,Carolina Panthers,Jacksonville,Florida,NFL,Football
2881,12/31/2023,New York Giants,Los Angeles Rams,East Rutherford,New Jersey,NFL,Football
2882,12/31/2023,Philadelphia Eagles,Arizona Cardinals,Philadelphia,Pennsylvania,NFL,Football
2883,12/31/2023,Baltimore Ravens,Miami Dolphins,Baltimore,Maryland,NFL,Football
2884,12/31/2023,Tampa Bay Buccaneers,New Orleans Saints,Tampa,Florida,NFL,Football
2885,12/31/2023,Washington Commanders,San Francisco 49ers,Washington D.C.,Washington D.C.,NFL,Football
