id,game_date,home_team,road_team,city,state,league,sport
302,2023-04-10,Cleveland Guardians,New York Yankees,Cleveland,Ohio,MLB,Baseball
303,2023-04-10,Colorado Rockies,St. Louis Cardinals,Denver,Colorado,MLB,Baseball
304,2023-04-10,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
305,2023-04-10,New York Mets,San Diego Padres,New York,New York,MLB,Baseball
306,2023-04-10,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
307,2023-04-10,Pittsburgh Pirates,Houston Astros,Pittsburgh,Pennsylvania,MLB,Baseball
308,2023-04-10,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
309,2023-04-10,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
310,2023-04-10,Texas Rangers,Kansas City Royals,Arlington,Texas,MLB,Baseball
311,2023-04-11,Los Angeles Angels,Washington Nationals,Los Angeles,California,MLB,Baseball
312,2023-04-11,Arizona Diamondbacks,Milwaukee Brewers,Phoenix,Arizona,MLB,Baseball
313,2023-04-11,Atlanta Braves,Cincinnati Reds,Atlanta,Georgia,MLB,Baseball
314,2023-04-11,Baltimore Orioles,Oakland Athletics,Baltimore,Maryland,MLB,Baseball
315,2023-04-11,Chicago Cubs,Seattle Mariners,Chicago,Illinois,MLB,Baseball
316,2023-04-11,Cleveland Guardians,New York Yankees,Cleveland,Ohio,MLB,Baseball
317,2023-04-11,Colorado Rockies,St. Louis Cardinals,Denver,Colorado,MLB,Baseball
318,2023-04-11,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
319,2023-04-11,New York Mets,San Diego Padres,New York,New York,MLB,Baseball
320,2023-04-11,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
321,2023-04-11,Pittsburgh Pirates,Houston Astros,Pittsburgh,Pennsylvania,MLB,Baseball
322,2023-04-11,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
323,2023-04-11,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
324,2023-04-11,Texas Rangers,Kansas City Royals,Arlington,Texas,MLB,Baseball
325,2023-04-11,Toronto Blue Jays,Detroit Tigers,Toronto,Ontario,MLB,Baseball
326,2023-04-12,Los Angeles Angels,Washington Nationals,Los Angeles,California,MLB,Baseball
327,2023-04-12,Arizona Diamondbacks,Milwaukee Brewers,Phoenix,Arizona,MLB,Baseball
328,2023-04-12,Atlanta Braves,Cincinnati Reds,Atlanta,Georgia,MLB,Baseball
329,2023-04-12,Baltimore Orioles,Oakland Athletics,Baltimore,Maryland,MLB,Baseball
330,2023-04-12,Chicago Cubs,Seattle Mariners,Chicago,Illinois,MLB,Baseball
331,2023-04-12,Cleveland Guardians,New York Yankees,Cleveland,Ohio,MLB,Baseball
332,2023-04-12,Colorado Rockies,St. Louis Cardinals,Denver,Colorado,MLB,Baseball
333,2023-04-12,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
334,2023-04-12,New York Mets,San Diego Padres,New York,New York,MLB,Baseball
335,2023-04-12,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
336,2023-04-12,Pittsburgh Pirates,Houston Astros,Pittsburgh,Pennsylvania,MLB,Baseball
337,2023-04-12,San Francisco Giants,Los Angeles Dodgers,San Francisco,California,MLB,Baseball
338,2023-04-12,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
339,2023-04-12,Texas Rangers,Kansas City Royals,Arlington,Texas,MLB,Baseball
340,2023-04-12,Toronto Blue Jays,Detroit Tigers,Toronto,Ontario,MLB,Baseball
341,2023-04-13,Baltimore Orioles,Oakland Athletics,Baltimore,Maryland,MLB,Baseball
342,2023-04-13,Cincinnati Reds,Philadelphia Phillies,Cincinnati,Ohio,MLB,Baseball
343,2023-04-13,New York Yankees,Minnesota Twins,New York,New York,MLB,Baseball
344,2023-04-13,San Diego Padres,Milwaukee Brewers,San Diego,California,MLB,Baseball
345,2023-04-13,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
346,2023-04-13,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
347,2023-04-13,Toronto Blue Jays,Detroit Tigers,Toronto,Ontario,MLB,Baseball
348,2023-04-14,Boston Red Sox,Los Angeles Angels,Boston,Massachusetts,MLB,Baseball
349,2023-04-14,Chicago White Sox,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
350,2023-04-14,Cincinnati Reds,Philadelphia Phillies,Cincinnati,Ohio,MLB,Baseball
351,2023-04-14,Detroit Tigers,San Francisco Giants,Detroit,Michigan,MLB,Baseball
352,2023-04-14,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
353,2023-04-14,Kansas City Royals,Atlanta Braves,Kansas City,Missouri,MLB,Baseball
354,2023-04-14,Los Angeles Dodgers,Chicago Cubs,Los Angeles,California,MLB,Baseball
355,2023-04-14,Miami Marlins,Arizona Diamondbacks,Miami,Florida,MLB,Baseball
356,2023-04-14,New York Yankees,Minnesota Twins,New York,New York,MLB,Baseball
357,2023-04-14,Oakland Athletics,New York Mets,Oakland,California,MLB,Baseball
358,2023-04-14,San Diego Padres,Milwaukee Brewers,San Diego,California,MLB,Baseball
359,2023-04-14,Seattle Mariners,Colorado Rockies,Seattle,Washington,MLB,Baseball
360,2023-04-14,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
361,2023-04-14,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
362,2023-04-14,Washington Nationals,Cleveland Guardians,Washington D.C.,Washington D.C.,MLB,Baseball
363,2023-04-15,Boston Red Sox,Los Angeles Angels,Boston,Massachusetts,MLB,Baseball
364,2023-04-15,Chicago White Sox,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
365,2023-04-15,Cincinnati Reds,Philadelphia Phillies,Cincinnati,Ohio,MLB,Baseball
366,2023-04-15,Detroit Tigers,San Francisco Giants,Detroit,Michigan,MLB,Baseball
367,2023-04-15,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
368,2023-04-15,Kansas City Royals,Atlanta Braves,Kansas City,Missouri,MLB,Baseball
369,2023-04-15,Los Angeles Dodgers,Chicago Cubs,Los Angeles,California,MLB,Baseball
370,2023-04-15,Miami Marlins,Arizona Diamondbacks,Miami,Florida,MLB,Baseball
371,2023-04-15,New York Yankees,Minnesota Twins,New York,New York,MLB,Baseball
372,2023-04-15,Oakland Athletics,New York Mets,Oakland,California,MLB,Baseball
373,2023-04-15,San Diego Padres,Milwaukee Brewers,San Diego,California,MLB,Baseball
374,2023-04-15,Seattle Mariners,Colorado Rockies,Seattle,Washington,MLB,Baseball
375,2023-04-15,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
376,2023-04-15,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
377,2023-04-15,Washington Nationals,Cleveland Guardians,Washington D.C.,Washington D.C.,MLB,Baseball
378,2023-04-16,Boston Red Sox,Los Angeles Angels,Boston,Massachusetts,MLB,Baseball
379,2023-04-16,Chicago White Sox,Baltimore Orioles,Chicago,Illinois,MLB,Baseball
380,2023-04-16,Cincinnati Reds,Philadelphia Phillies,Cincinnati,Ohio,MLB,Baseball
381,2023-04-16,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
382,2023-04-16,Kansas City Royals,Atlanta Braves,Kansas City,Missouri,MLB,Baseball
383,2023-04-16,Los Angeles Dodgers,Chicago Cubs,Los Angeles,California,MLB,Baseball
384,2023-04-16,Miami Marlins,Arizona Diamondbacks,Miami,Florida,MLB,Baseball
385,2023-04-16,New York Yankees,Minnesota Twins,New York,New York,MLB,Baseball
386,2023-04-16,Oakland Athletics,New York Mets,Oakland,California,MLB,Baseball
387,2023-04-16,San Diego Padres,Milwaukee Brewers,San Diego,California,MLB,Baseball
388,2023-04-16,Seattle Mariners,Colorado Rockies,Seattle,Washington,MLB,Baseball
389,2023-04-16,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
390,2023-04-16,Toronto Blue Jays,Tampa Bay Rays,Toronto,Ontario,MLB,Baseball
391,2023-04-16,Washington Nationals,Cleveland Guardians,Washington D.C.,Washington D.C.,MLB,Baseball
392,2023-04-17,Boston Red Sox,Los Angeles Angels,Boston,Massachusetts,MLB,Baseball
393,2023-04-17,Cincinnati Reds,Tampa Bay Rays,Cincinnati,Ohio,MLB,Baseball
394,2023-04-17,Colorado Rockies,Pittsburgh Pirates,Denver,Colorado,MLB,Baseball
395,2023-04-17,Houston Astros,Toronto Blue Jays,Houston,Texas,MLB,Baseball
396,2023-04-17,Kansas City Royals,Texas Rangers,Kansas City,Missouri,MLB,Baseball
397,2023-04-17,Los Angeles Dodgers,New York Mets,Los Angeles,California,MLB,Baseball
398,2023-04-17,Miami Marlins,San Francisco Giants,Miami,Florida,MLB,Baseball
399,2023-04-17,Oakland Athletics,Chicago Cubs,Oakland,California,MLB,Baseball
400,2023-04-17,San Diego Padres,Atlanta Braves,San Diego,California,MLB,Baseball
401,2023-04-17,Seattle Mariners,Milwaukee Brewers,Seattle,Washington,MLB,Baseball
402,2023-04-17,St. Louis Cardinals,Arizona Diamondbacks,St. Louis,Missouri,MLB,Baseball
403,2023-04-18,Boston Red Sox,Minnesota Twins,Boston,Massachusetts,MLB,Baseball
404,2023-04-18,Chicago White Sox,Philadelphia Phillies,Chicago,Illinois,MLB,Baseball
405,2023-04-18,Chicago White Sox,Philadelphia Phillies,Chicago,Illinois,MLB,Baseball
406,2023-04-18,Cincinnati Reds,Tampa Bay Rays,Cincinnati,Ohio,MLB,Baseball
407,2023-04-18,Colorado Rockies,Pittsburgh Pirates,Denver,Colorado,MLB,Baseball
408,2023-04-18,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
409,2023-04-18,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
410,2023-04-18,Houston Astros,Toronto Blue Jays,Houston,Texas,MLB,Baseball
411,2023-04-18,Kansas City Royals,Texas Rangers,Kansas City,Missouri,MLB,Baseball
412,2023-04-18,Los Angeles Dodgers,New York Mets,Los Angeles,California,MLB,Baseball
413,2023-04-18,Miami Marlins,San Francisco Giants,Miami,Florida,MLB,Baseball
414,2023-04-18,New York Yankees,Los Angeles Angels,New York,New York,MLB,Baseball
415,2023-04-18,Oakland Athletics,Chicago Cubs,Oakland,California,MLB,Baseball
416,2023-04-18,San Diego Padres,Atlanta Braves,San Diego,California,MLB,Baseball
417,2023-04-18,Seattle Mariners,Milwaukee Brewers,Seattle,Washington,MLB,Baseball
418,2023-04-18,St. Louis Cardinals,Arizona Diamondbacks,St. Louis,Missouri,MLB,Baseball
419,2023-04-18,Washington Nationals,Baltimore Orioles,Washington D.C.,Washington D.C.,MLB,Baseball
420,2023-04-19,Boston Red Sox,Minnesota Twins,Boston,Massachusetts,MLB,Baseball
421,2023-04-19,Chicago White Sox,Philadelphia Phillies,Chicago,Illinois,MLB,Baseball
422,2023-04-19,Cincinnati Reds,Tampa Bay Rays,Cincinnati,Ohio,MLB,Baseball
423,2023-04-19,Colorado Rockies,Pittsburgh Pirates,Denver,Colorado,MLB,Baseball
424,2023-04-19,Detroit Tigers,Cleveland Guardians,Detroit,Michigan,MLB,Baseball
425,2023-04-19,Houston Astros,Toronto Blue Jays,Houston,Texas,MLB,Baseball
426,2023-04-19,Kansas City Royals,Texas Rangers,Kansas City,Missouri,MLB,Baseball
427,2023-04-19,Los Angeles Dodgers,New York Mets,Los Angeles,California,MLB,Baseball
428,2023-04-19,Miami Marlins,San Francisco Giants,Miami,Florida,MLB,Baseball
429,2023-04-19,New York Yankees,Los Angeles Angels,New York,New York,MLB,Baseball
430,2023-04-19,Oakland Athletics,Chicago Cubs,Oakland,California,MLB,Baseball
431,2023-04-19,San Diego Padres,Atlanta Braves,San Diego,California,MLB,Baseball
432,2023-04-19,Seattle Mariners,Milwaukee Brewers,Seattle,Washington,MLB,Baseball
433,2023-04-19,St. Louis Cardinals,Arizona Diamondbacks,St. Louis,Missouri,MLB,Baseball
434,2023-04-19,Washington Nationals,Baltimore Orioles,Washington D.C.,Washington D.C.,MLB,Baseball
435,2023-04-20,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
436,2023-04-20,Boston Red Sox,Minnesota Twins,Boston,Massachusetts,MLB,Baseball
437,2023-04-20,Chicago Cubs,Los Angeles Dodgers,Chicago,Illinois,MLB,Baseball
438,2023-04-20,New York Yankees,Los Angeles Angels,New York,New York,MLB,Baseball
439,2023-04-20,Philadelphia Phillies,Colorado Rockies,Philadelphia,Pennsylvania,MLB,Baseball
440,2023-04-20,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
441,2023-04-20,San Francisco Giants,New York Mets,San Francisco,California,MLB,Baseball
442,2023-04-21,Los Angeles Angels,Kansas City Royals,Los Angeles,California,MLB,Baseball
443,2023-04-21,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
444,2023-04-21,Atlanta Braves,Houston Astros,Atlanta,Georgia,MLB,Baseball
445,2023-04-21,Baltimore Orioles,Detroit Tigers,Baltimore,Maryland,MLB,Baseball
446,2023-04-21,Chicago Cubs,Los Angeles Dodgers,Chicago,Illinois,MLB,Baseball
447,2023-04-21,Milwaukee Brewers,Boston Red Sox,Milwaukee,Wisconsin,MLB,Baseball
448,2023-04-21,Minnesota Twins,Washington Nationals,Minneapolis,Minnesota,MLB,Baseball
449,2023-04-21,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
450,2023-04-21,Philadelphia Phillies,Colorado Rockies,Philadelphia,Pennsylvania,MLB,Baseball
451,2023-04-21,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
452,2023-04-21,Seattle Mariners,St. Louis Cardinals,Seattle,Washington,MLB,Baseball
453,2023-04-21,San Francisco Giants,New York Mets,San Francisco,California,MLB,Baseball
454,2023-04-21,Tampa Bay Rays,Chicago White Sox,Tampa,Florida,MLB,Baseball
455,2023-04-21,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
456,2023-04-22,Los Angeles Angels,Kansas City Royals,Los Angeles,California,MLB,Baseball
457,2023-04-22,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
458,2023-04-22,Atlanta Braves,Houston Astros,Atlanta,Georgia,MLB,Baseball
459,2023-04-22,Baltimore Orioles,Detroit Tigers,Baltimore,Maryland,MLB,Baseball
460,2023-04-22,Chicago Cubs,Los Angeles Dodgers,Chicago,Illinois,MLB,Baseball
461,2023-04-22,Cleveland Guardians,Miami Marlins,Cleveland,Ohio,MLB,Baseball
462,2023-04-22,Cleveland Guardians,Miami Marlins,Cleveland,Ohio,MLB,Baseball
463,2023-04-22,Milwaukee Brewers,Boston Red Sox,Milwaukee,Wisconsin,MLB,Baseball
464,2023-04-22,Minnesota Twins,Washington Nationals,Minneapolis,Minnesota,MLB,Baseball
465,2023-04-22,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
466,2023-04-22,Philadelphia Phillies,Colorado Rockies,Philadelphia,Pennsylvania,MLB,Baseball
467,2023-04-22,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
468,2023-04-22,Seattle Mariners,St. Louis Cardinals,Seattle,Washington,MLB,Baseball
469,2023-04-22,San Francisco Giants,New York Mets,San Francisco,California,MLB,Baseball
470,2023-04-22,Tampa Bay Rays,Chicago White Sox,Tampa,Florida,MLB,Baseball
471,2023-04-22,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
472,2023-04-23,Los Angeles Angels,Kansas City Royals,Los Angeles,California,MLB,Baseball
473,2023-04-23,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
474,2023-04-23,Atlanta Braves,Houston Astros,Atlanta,Georgia,MLB,Baseball
475,2023-04-23,Baltimore Orioles,Detroit Tigers,Baltimore,Maryland,MLB,Baseball
476,2023-04-23,Chicago Cubs,Los Angeles Dodgers,Chicago,Illinois,MLB,Baseball
477,2023-04-23,Cleveland Guardians,Miami Marlins,Cleveland,Ohio,MLB,Baseball
478,2023-04-23,Milwaukee Brewers,Boston Red Sox,Milwaukee,Wisconsin,MLB,Baseball
479,2023-04-23,Minnesota Twins,Washington Nationals,Minneapolis,Minnesota,MLB,Baseball
480,2023-04-23,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
481,2023-04-23,Philadelphia Phillies,Colorado Rockies,Philadelphia,Pennsylvania,MLB,Baseball
482,2023-04-23,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
483,2023-04-23,Seattle Mariners,St. Louis Cardinals,Seattle,Washington,MLB,Baseball
484,2023-04-23,San Francisco Giants,New York Mets,San Francisco,California,MLB,Baseball
485,2023-04-23,Tampa Bay Rays,Chicago White Sox,Tampa,Florida,MLB,Baseball
486,2023-04-23,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
487,2023-04-24,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
488,2023-04-24,Arizona Diamondbacks,Kansas City Royals,Phoenix,Arizona,MLB,Baseball
489,2023-04-24,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
490,2023-04-24,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
491,2023-04-24,Cincinnati Reds,Texas Rangers,Cincinnati,Ohio,MLB,Baseball
492,2023-04-24,Cleveland Guardians,Colorado Rockies,Cleveland,Ohio,MLB,Baseball
493,2023-04-24,Milwaukee Brewers,Detroit Tigers,Milwaukee,Wisconsin,MLB,Baseball
494,2023-04-24,Minnesota Twins,New York Yankees,Minneapolis,Minnesota,MLB,Baseball
495,2023-04-24,San Francisco Giants,St. Louis Cardinals,San Francisco,California,MLB,Baseball
496,2023-04-24,Tampa Bay Rays,Houston Astros,Tampa,Florida,MLB,Baseball
497,2023-04-24,Toronto Blue Jays,Chicago White Sox,Toronto,Ontario,MLB,Baseball
498,2023-04-25,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
499,2023-04-25,Arizona Diamondbacks,Kansas City Royals,Phoenix,Arizona,MLB,Baseball
500,2023-04-25,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
501,2023-04-25,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
502,2023-04-25,Chicago Cubs,San Diego Padres,Chicago,Illinois,MLB,Baseball
503,2023-04-25,Cincinnati Reds,Texas Rangers,Cincinnati,Ohio,MLB,Baseball
504,2023-04-25,Cleveland Guardians,Colorado Rockies,Cleveland,Ohio,MLB,Baseball
505,2023-04-25,Milwaukee Brewers,Detroit Tigers,Milwaukee,Wisconsin,MLB,Baseball
506,2023-04-25,Minnesota Twins,New York Yankees,Minneapolis,Minnesota,MLB,Baseball
507,2023-04-25,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
508,2023-04-25,Philadelphia Phillies,Seattle Mariners,Philadelphia,Pennsylvania,MLB,Baseball
509,2023-04-25,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh,Pennsylvania,MLB,Baseball
510,2023-04-25,San Francisco Giants,St. Louis Cardinals,San Francisco,California,MLB,Baseball
511,2023-04-25,Tampa Bay Rays,Houston Astros,Tampa,Florida,MLB,Baseball
512,2023-04-25,Toronto Blue Jays,Chicago White Sox,Toronto,Ontario,MLB,Baseball
513,2023-04-26,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
514,2023-04-26,Arizona Diamondbacks,Kansas City Royals,Phoenix,Arizona,MLB,Baseball
515,2023-04-26,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
516,2023-04-26,Baltimore Orioles,Boston Red Sox,Baltimore,Maryland,MLB,Baseball
517,2023-04-26,Chicago Cubs,San Diego Padres,Chicago,Illinois,MLB,Baseball
518,2023-04-26,Cincinnati Reds,Texas Rangers,Cincinnati,Ohio,MLB,Baseball
519,2023-04-26,Cleveland Guardians,Colorado Rockies,Cleveland,Ohio,MLB,Baseball
520,2023-04-26,Milwaukee Brewers,Detroit Tigers,Milwaukee,Wisconsin,MLB,Baseball
521,2023-04-26,Minnesota Twins,New York Yankees,Minneapolis,Minnesota,MLB,Baseball
522,2023-04-26,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
523,2023-04-26,Philadelphia Phillies,Seattle Mariners,Philadelphia,Pennsylvania,MLB,Baseball
524,2023-04-26,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh,Pennsylvania,MLB,Baseball
525,2023-04-26,San Francisco Giants,St. Louis Cardinals,San Francisco,California,MLB,Baseball
526,2023-04-26,Tampa Bay Rays,Houston Astros,Tampa,Florida,MLB,Baseball
527,2023-04-26,Toronto Blue Jays,Chicago White Sox,Toronto,Ontario,MLB,Baseball
528,2023-04-27,Los Angeles Angels,Oakland Athletics,Los Angeles,California,MLB,Baseball
529,2023-04-27,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
530,2023-04-27,Chicago White Sox,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
531,2023-04-27,Chicago Cubs,San Diego Padres,Chicago,Illinois,MLB,Baseball
532,2023-04-27,Detroit Tigers,Baltimore Orioles,Detroit,Michigan,MLB,Baseball
533,2023-04-27,Minnesota Twins,Kansas City Royals,Minneapolis,Minnesota,MLB,Baseball
534,2023-04-27,New York Mets,Washington Nationals,New York,New York,MLB,Baseball
535,2023-04-27,Philadelphia Phillies,Seattle Mariners,Philadelphia,Pennsylvania,MLB,Baseball
536,2023-04-27,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh,Pennsylvania,MLB,Baseball
537,2023-04-27,San Francisco Giants,St. Louis Cardinals,San Francisco,California,MLB,Baseball
538,2023-04-27,Texas Rangers,New York Yankees,Arlington,Texas,MLB,Baseball
539,2023-04-28,Boston Red Sox,Cleveland Guardians,Boston,Massachusetts,MLB,Baseball
540,2023-04-28,Chicago White Sox,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
541,2023-04-28,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
542,2023-04-28,Houston Astros,Philadelphia Phillies,Houston,Texas,MLB,Baseball
543,2023-04-28,Los Angeles Dodgers,St. Louis Cardinals,Los Angeles,California,MLB,Baseball
544,2023-04-28,Miami Marlins,Chicago Cubs,Miami,Florida,MLB,Baseball
545,2023-04-28,Milwaukee Brewers,Los Angeles Angels,Milwaukee,Wisconsin,MLB,Baseball
546,2023-04-28,Minnesota Twins,Kansas City Royals,Minneapolis,Minnesota,MLB,Baseball
547,2023-04-28,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
548,2023-04-28,Oakland Athletics,Cincinnati Reds,Oakland,California,MLB,Baseball
549,2023-04-28,Texas Rangers,New York Yankees,Arlington,Texas,MLB,Baseball
550,2023-04-28,Toronto Blue Jays,Seattle Mariners,Toronto,Ontario,MLB,Baseball
551,2023-04-29,Boston Red Sox,Cleveland Guardians,Boston,Massachusetts,MLB,Baseball
552,2023-04-29,Chicago White Sox,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
553,2023-04-29,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
